seq_len,ch_idx
523,7
434,21
417,27
258,15
230,10
229,20
202,29
198,8
193,7
184,26
183,7
175,30
164,25
153,27
152,24
152,4
145,1
141,4
139,15
132,6
131,13
131,9
122,9
122,24
121,23
119,15
118,28
118,25
117,0
114,17
113,31
113,8
111,25
111,12
107,22
107,16
106,14
105,16
105,24
105,22
105,23
104,26
103,2
103,6
102,10
101,0
101,13
101,1
100,9
100,19
99,8
98,12
95,10
95,7
95,5
95,0
93,20
92,0
92,14
90,20
89,30
89,5
88,3
88,15
91,5
87,14
82,27
82,3
81,20
81,14
80,19
79,8
79,29
79,28
79,22
75,7
74,0
72,16
72,13
71,29
71,31
71,17
70,30
69,6
69,28
69,15
66,23
65,5
63,8
63,9
62,18
62,4
61,5
61,14
61,26
60,18
59,20
59,22
59,3
59,4
57,2
73,16
62,16
56,6
55,19
54,12
54,21
53,17
53,5
52,0
51,19
51,25
51,31
50,1
49,3
50,10
48,12
47,17
46,24
46,10
45,9
44,21
43,17
43,2
42,10
42,8
42,21
42,17
42,2
41,24
41,26
41,10
40,22
40,31
39,25
38,18
38,1
38,13
38,8
38,21
38,30
41,4
40,11
38,7
35,22
34,23
34,24
34,25
33,9
33,11
32,18
32,30
32,15
32,27
31,17
31,12
31,2
31,14
31,22
30,31
29,23
29,0
29,5
29,19
28,25
28,29
28,3
28,9
27,18
27,26
27,20
27,27
25,7
54,11
35,11
30,11
28,12
27,11
27,31
26,12
26,23
26,30
24,29
24,3
24,21
23,11
23,18
23,31
22,2
22,12
22,17
21,23
21,14
21,24
21,30
20,4
20,6
19,10
19,19
18,1
17,20
17,21
17,15
16,27
15,11
24,28
20,28
20,13
19,28
18,1
17,6
15,13
14,26
14,29
14,16
14,18
13,2
13,3
13,19
13,28
13,1
13,6
12,13
12,26
12,29
12,4
12,16
12,27
11,18
11,2
11,3
11,19
11,28
10,31
10,1
10,23
10,5
10,6
10,13
10,14
9,26
9,29
9,30
9,4
9,16
9,22
9,0
8,9
8,24
8,20
8,25
7,8
7,21
7,15
7,27
6,18
