seq_len,ch_idx
2048,24
1473,19
1017,7
914,15
1652,18
704,17
2048,2
1114,3
720,26
560,18
531,12
574,19
527,26
527,9
512,27
570,26
473,31
542,23
447,26
441,26
428,10
453,10
476,13
454,10
414,12
412,12
410,21
390,6
386,3
371,6
404,0
384,13
377,1
374,25
372,8
362,13
356,0
352,31
343,13
357,30
879,12
327,31
286,27
285,21
283,30
326,22
282,8
275,21
273,30
289,0
286,9
255,5
275,15
247,9
245,29
232,31
256,6
215,5
211,4
254,14
221,9
209,14
209,11
440,23
219,23
194,23
185,11
217,28
194,25
191,28
186,25
181,28
179,16
178,3
178,28
175,21
193,21
189,1
169,4
167,0
201,14
153,27
231,11
161,14
150,0
182,4
157,11
163,29
134,4
126,11
312,20
197,30
142,22
116,5
113,30
124,27
110,28
105,27
100,16
1901,29
166,8
98,6
89,8
159,22
127,22
65,20
880,17
85,22
60,14
59,5
77,16
58,1
54,16
52,1
48,25
390,20
45,4
44,25
44,20
26,15
2048,10
38,7
21,5
17,8
44,7
33,16
14,1
3,20
