seq_len,ch_idx
2048,17
1151,6
1120,11
979,11
946,6
1009,22
853,11
1922,4
824,31
813,29
752,6
737,28
727,14
705,5
692,12
708,14
705,23
696,27
667,10
669,14
651,19
774,31
704,5
647,6
603,24
695,1
583,6
612,24
608,28
571,29
585,0
536,24
535,7
577,8
596,15
545,17
509,22
521,24
512,31
514,2
500,16
505,17
488,19
537,23
519,25
481,7
481,13
467,20
452,6
515,12
463,13
448,0
446,7
431,8
423,12
416,17
426,18
421,13
423,15
382,25
498,27
417,31
376,7
403,9
380,14
375,17
432,22
378,23
370,25
365,27
371,30
384,0
391,1
369,5
353,9
368,13
397,15
409,25
345,27
376,29
358,2
925,3
331,5
338,12
368,15
462,17
327,21
345,23
396,25
323,26
326,29
325,31
333,2
311,3
485,4
388,7
311,8
841,10
306,16
310,18
316,19
329,20
351,21
328,24
329,26
316,27
303,29
337,31
304,2
292,4
290,8
292,10
401,12
317,13
280,16
278,17
399,18
287,21
1536,24
276,25
287,30
290,0
262,1
277,2
284,3
264,5
276,7
251,10
269,11
1978,14
288,18
261,19
253,20
256,21
261,22
2048,23
248,28
320,30
290,31
252,2
260,6
235,7
231,8
237,9
276,10
238,11
336,13
319,15
369,17
230,20
227,21
231,22
247,23
250,24
243,25
221,27
224,30
338,31
216,0
223,4
213,5
249,6
215,8
224,9
559,13
210,14
222,15
212,17
203,18
207,19
205,21
208,22
191,23
258,24
183,26
195,30
189,31
194,0
197,1
197,2
189,3
228,5
212,7
180,8
174,10
179,11
1228,15
188,17
214,18
179,19
189,20
168,22
170,24
185,25
161,26
173,27
242,28
161,29
152,31
159,1
304,2
191,3
196,4
179,5
170,6
151,7
161,8
157,10
161,11
190,15
578,18
153,19
145,20
139,23
173,24
1965,26
178,28
230,29
136,30
145,31
156,0
153,1
144,2
151,3
140,4
130,5
161,8
159,9
137,10
133,11
143,12
136,13
131,14
118,16
175,17
190,19
124,20
179,21
138,22
114,24
129,25
117,26
178,28
114,29
131,31
107,0
107,2
127,3
107,4
2032,7
104,8
272,9
120,10
100,11
101,12
96,15
92,18
125,21
98,22
1629,23
91,24
102,25
83,27
96,28
81,29
92,30
89,31
132,2
152,3
635,4
97,5
90,7
127,8
112,9
82,10
91,11
91,12
89,14
223,15
87,16
85,18
94,19
96,21
121,22
71,23
489,24
64,25
72,26
81,28
75,29
132,30
79,31
71,0
81,1
79,2
569,3
115,4
119,5
68,6
54,7
59,8
54,9
51,10
74,11
88,12
166,13
70,14
55,15
63,16
72,18
51,19
74,20
49,21
57,22
47,23
51,24
48,25
45,27
105,28
46,29
48,30
72,31
37,0
50,1
32,2
53,3
44,4
48,5
39,6
55,7
42,8
47,9
49,10
78,11
61,12
88,13
41,14
78,15
127,16
56,17
29,18
149,19
40,20
36,21
53,22
33,23
37,24
191,25
116,26
57,27
27,29
14,30
20,31
30,0
158,1
21,2
791,3
19,4
88,5
39,6
22,7
27,8
50,9
2048,10
74,11
48,12
6,13
64,14
33,15
6,16
34,17
5,18
11,19
7,20
3,21
8,22
24,23
71,24
31,25
12,26
17,27
98,28
13,29
19,30
