seq_len,ch_idx
355,10
323,22
288,18
274,23
265,30
237,2
229,21
233,1
231,21
221,16
215,22
211,12
198,28
202,3
200,17
190,31
198,8
189,26
181,6
190,24
174,7
174,22
177,23
160,17
164,20
157,28
166,22
153,11
153,20
154,21
152,29
151,12
150,31
139,29
146,15
139,30
153,31
141,2
152,7
140,15
148,25
144,29
139,30
143,2
139,6
144,13
129,5
130,14
133,9
138,15
133,19
134,8
138,19
125,28
128,31
120,13
125,15
125,16
118,0
118,3
125,10
115,19
116,25
111,28
110,29
109,30
111,2
110,5
111,9
114,17
110,19
111,20
109,24
107,12
116,30
112,3
114,7
110,9
112,15
99,23
104,27
105,30
103,31
104,4
99,13
102,14
112,3
99,13
97,14
102,17
98,0
106,1
94,11
98,12
104,15
95,16
92,19
93,22
106,25
87,29
87,3
91,5
97,13
90,14
89,16
107,20
91,21
87,23
91,24
96,26
92,31
88,6
89,9
86,10
97,12
90,14
95,18
89,20
90,21
93,23
97,26
82,28
80,0
77,6
78,21
83,22
80,23
83,25
86,26
80,30
78,4
82,11
82,15
81,16
79,22
79,23
78,28
85,29
80,30
83,1
78,7
88,12
77,13
79,14
82,16
78,19
76,21
82,22
81,28
70,29
72,30
73,3
68,5
75,9
66,10
83,11
71,17
79,18
69,20
69,22
71,23
70,25
65,26
71,29
67,0
70,1
71,5
70,6
74,9
69,13
69,14
70,15
68,16
71,18
78,19
69,20
81,21
70,22
68,23
69,24
72,26
68,28
63,29
60,31
62,0
70,3
59,5
59,6
62,7
59,8
59,11
62,13
66,15
58,17
68,18
61,19
64,23
67,26
59,27
60,0
61,1
62,4
65,5
63,7
65,8
61,12
58,13
55,20
56,21
60,27
62,29
63,0
58,3
57,10
66,13
66,14
60,17
59,18
66,20
62,21
60,24
59,25
64,26
50,27
49,29
50,30
54,1
50,3
54,4
47,8
50,9
53,13
49,14
52,15
52,16
58,17
48,18
47,19
49,24
57,26
54,30
45,31
48,1
57,2
54,4
51,6
49,7
47,10
51,11
50,12
51,13
50,14
53,15
54,17
54,18
60,20
50,21
52,23
49,24
53,28
52,29
50,31
53,1
52,2
48,3
48,4
45,12
40,13
58,14
41,16
42,17
40,24
42,25
42,27
40,1
43,2
46,3
45,4
41,5
45,10
48,12
43,15
42,18
44,21
40,23
35,24
44,26
39,28
45,29
43,31
39,1
41,3
43,4
46,7
41,9
41,10
46,11
40,13
39,14
36,15
38,16
41,17
37,18
46,19
40,20
42,21
37,24
40,25
43,27
43,28
43,30
40,31
41,1
41,2
47,7
42,9
31,11
38,12
34,16
34,19
28,20
26,21
37,23
28,25
26,26
28,27
60,29
32,30
33,0
31,1
30,2
33,3
29,4
30,5
30,6
36,8
32,12
28,13
31,14
27,15
28,16
31,17
27,19
28,21
32,24
34,25
29,26
40,28
38,29
28,31
30,0
29,3
32,5
29,6
29,8
27,9
29,10
27,12
33,14
32,15
30,17
34,18
31,19
28,21
31,23
21,25
24,29
25,30
20,0
17,1
17,2
28,3
18,4
19,5
20,7
28,8
21,11
19,12
23,13
22,14
23,15
23,17
19,18
24,19
22,20
18,21
19,22
20,23
21,24
20,25
40,26
23,28
21,30
22,31
17,0
21,1
21,2
21,3
22,4
30,5
17,6
19,7
23,8
18,9
22,12
24,14
21,15
18,17
24,19
20,20
23,21
28,22
31,24
19,25
25,26
25,27
17,29
22,30
22,31
20,0
23,1
25,2
23,3
20,4
22,5
22,6
21,7
13,8
28,9
8,10
10,11
14,12
22,13
10,14
21,15
9,16
11,17
8,18
10,19
7,20
11,21
13,22
14,23
15,24
7,25
14,26
9,27
18,28
12,29
8,30
10,31
8,0
10,1
22,2
14,3
20,4
11,5
11,6
10,7
10,8
23,9
10,10
19,11
9,12
9,13
12,14
13,15
6,16
15,17
17,18
18,19
13,20
11,21
7,22
12,23
9,24
10,25
24,26
8,27
16,28
9,29
16,30
10,31
8,0
15,1
11,2
16,3
10,4
10,5
19,6
11,7
8,8
13,9
15,10
10,11
8,12
9,13
15,14
5,15
10,16
8,17
11,18
31,19
12,20
13,21
13,22
9,23
9,24
13,25
12,26
14,27
10,28
