seq_len,ch_idx
373,14
330,30
305,27
303,29
271,25
266,23
262,27
228,10
235,10
231,14
223,26
210,31
218,1
213,19
209,1
212,12
201,9
181,13
179,12
187,5
180,7
175,28
172,1
171,9
161,23
169,24
164,2
151,13
156,15
152,18
151,29
148,3
141,8
144,23
148,10
141,11
145,14
134,6
138,13
129,22
130,25
128,26
131,29
132,30
128,4
141,28
128,10
129,21
126,5
120,25
123,26
123,1
121,5
121,7
123,10
122,12
125,28
117,31
121,3
123,7
124,26
127,4
120,21
110,26
119,13
111,16
112,20
115,22
117,30
112,31
111,3
110,13
111,14
107,16
102,29
100,0
103,3
100,27
98,28
103,29
98,30
109,8
105,9
98,15
103,16
104,18
99,22
102,23
107,26
103,31
102,6
99,8
114,14
90,23
96,26
94,28
97,31
107,5
96,7
92,8
91,10
92,13
90,15
91,19
99,25
97,28
92,29
91,0
98,8
89,9
90,10
92,11
90,14
94,17
85,18
91,19
94,21
87,22
95,24
93,31
95,6
80,13
78,14
87,17
76,19
85,23
84,30
80,2
94,7
85,8
80,11
81,13
82,22
80,23
87,27
78,29
83,2
84,3
80,5
81,7
78,8
78,10
79,17
86,20
86,25
80,26
79,29
85,3
80,7
74,12
78,15
68,18
72,20
76,23
69,24
73,25
73,27
71,5
72,6
70,8
71,15
70,16
73,17
69,19
70,23
67,31
64,1
72,2
73,3
77,8
70,9
74,13
70,17
77,19
72,21
70,22
69,23
78,24
75,29
70,0
70,1
73,6
70,8
68,9
63,12
62,14
70,16
65,20
60,21
58,22
58,24
59,28
57,29
59,1
64,7
57,10
59,12
63,15
63,17
66,19
62,22
59,27
60,28
59,0
64,1
62,2
58,3
59,7
58,8
64,9
67,12
61,14
59,15
60,17
63,18
62,19
65,23
57,24
59,26
51,28
50,29
50,30
52,0
56,1
51,5
52,8
50,9
51,11
56,12
51,13
48,18
44,19
49,21
48,24
47,25
49,28
51,1
62,2
52,3
52,5
53,7
51,8
49,9
51,10
53,11
47,15
55,16
49,19
49,22
47,27
52,28
51,30
53,1
53,3
56,5
56,8
49,9
52,10
68,13
51,16
41,19
35,23
40,24
36,26
41,27
43,28
41,29
38,30
44,31
37,0
53,1
36,2
42,3
39,4
46,7
50,8
43,9
38,11
55,12
38,13
42,14
44,15
48,17
51,18
45,20
41,21
40,22
49,23
40,25
46,26
38,27
47,29
42,30
43,0
36,2
38,3
43,4
37,5
39,6
40,7
42,9
40,10
49,12
42,14
46,16
38,20
41,21
39,22
43,23
39,24
50,25
49,26
44,28
41,29
37,30
31,2
30,3
29,4
25,7
28,8
30,9
30,10
32,11
40,12
37,14
33,15
31,18
30,20
31,21
31,22
36,23
27,24
43,25
28,26
30,27
29,29
33,30
27,31
31,0
31,2
38,3
32,5
28,6
32,7
41,8
36,9
31,10
32,11
37,13
30,16
27,17
32,18
35,19
26,21
43,23
46,25
29,26
31,29
32,30
32,0
43,1
30,3
30,5
38,6
28,7
27,9
32,10
26,11
33,12
29,13
32,14
22,17
17,18
18,19
23,20
17,21
34,22
20,24
15,25
24,26
21,27
24,28
17,29
18,30
40,31
22,0
17,1
21,2
26,3
26,4
29,5
19,6
21,9
18,11
24,12
26,13
20,14
27,15
21,17
19,18
23,19
19,22
21,23
17,24
22,25
20,26
22,27
28,30
28,31
22,0
18,1
28,2
47,3
17,4
21,5
19,6
23,7
17,9
19,11
19,13
22,14
20,15
22,16
31,20
21,21
22,22
26,23
16,25
13,26
11,27
14,28
9,29
9,30
11,31
8,0
9,1
8,2
12,3
10,4
24,5
10,6
9,7
8,8
12,9
11,10
12,11
15,12
5,13
8,14
10,15
20,16
14,17
10,18
7,19
14,20
13,21
13,22
21,23
8,24
12,25
14,26
8,27
16,28
19,29
7,30
23,31
15,0
11,1
7,2
11,3
13,4
18,5
12,6
14,7
7,8
8,9
11,10
33,11
13,12
15,13
7,14
12,15
15,16
7,17
12,18
8,19
12,20
13,21
12,22
11,23
6,24
12,25
10,26
15,27
10,28
11,29
11,30
8,31
15,0
11,1
13,2
12,3
9,4
8,5
13,6
12,7
15,8
11,9
13,10
13,11
12,12
11,13
