seq_len,ch_idx
459,3
425,25
402,18
333,26
319,26
206,27
215,10
217,9
211,7
213,28
196,4
194,22
182,12
181,19
179,24
169,15
173,26
174,7
175,10
171,16
171,17
166,11
163,10
167,18
164,0
152,28
152,5
151,13
149,25
151,26
145,24
149,27
143,1
155,2
144,23
144,24
139,3
146,4
141,7
131,16
134,8
137,9
129,18
135,22
127,24
131,2
134,4
120,21
121,22
122,23
117,26
125,29
122,11
121,19
119,24
121,31
121,3
130,8
130,0
118,13
112,18
109,20
108,24
111,3
114,18
109,29
114,6
109,9
117,13
113,17
105,7
105,16
102,17
102,27
100,3
103,5
101,8
101,10
101,15
96,21
101,4
98,11
103,13
105,15
101,16
100,17
92,22
89,23
91,26
91,4
94,5
90,7
91,13
92,22
97,25
98,26
89,29
89,30
92,31
91,4
93,5
86,9
89,11
92,12
91,13
98,15
91,18
94,20
91,25
103,27
88,0
78,6
88,9
79,12
79,16
82,19
76,22
81,26
80,27
83,28
84,30
82,2
82,9
78,15
81,17
83,19
78,20
79,22
77,23
82,24
85,25
82,27
85,1
85,3
82,9
93,12
69,17
70,18
73,21
68,23
67,28
68,29
73,31
87,6
69,7
73,9
69,16
66,17
76,18
68,21
72,22
75,27
76,29
69,30
73,31
71,1
70,3
73,4
79,6
69,9
69,11
67,12
68,13
67,15
75,16
76,17
69,20
74,23
67,27
61,30
61,0
59,1
63,2
57,3
60,6
59,7
59,8
66,9
58,14
69,16
58,18
67,19
67,20
62,23
63,24
60,25
59,26
66,31
66,0
58,1
63,6
61,7
59,8
64,9
59,10
56,11
68,14
66,16
59,18
64,21
61,23
62,24
59,25
62,27
60,29
64,30
59,31
68,0
52,5
57,6
47,7
54,8
51,10
45,11
47,16
52,17
51,18
56,21
49,25
59,26
51,27
53,29
50,30
50,31
49,0
51,3
49,5
48,6
51,9
52,10
49,13
55,14
52,16
52,17
48,20
53,23
53,26
65,27
52,28
46,30
49,31
56,5
47,7
59,8
45,9
52,10
53,13
53,14
51,17
49,19
64,21
51,23
54,24
51,25
53,27
48,29
52,31
65,0
82,5
51,6
45,7
45,8
47,10
43,11
49,12
38,14
39,19
38,20
40,21
42,22
40,27
45,29
44,30
40,31
42,0
42,1
37,3
43,4
44,5
39,6
39,10
41,11
39,13
41,15
39,17
42,19
46,20
43,21
41,22
43,23
39,25
37,28
40,29
48,31
46,0
41,2
38,3
40,4
41,5
38,7
45,8
41,9
38,11
39,13
49,14
42,15
39,16
45,17
36,20
40,24
41,25
42,26
33,29
28,31
32,0
31,1
30,2
37,3
30,4
38,6
29,7
33,8
34,10
30,11
29,12
27,13
31,14
26,18
29,19
28,21
27,22
29,25
35,27
33,28
32,29
33,30
30,31
33,0
30,1
30,3
34,5
34,6
29,8
29,9
33,11
36,12
54,15
31,18
32,20
30,21
30,23
31,24
29,26
31,29
31,30
28,31
29,0
32,1
33,2
26,3
34,4
31,6
29,7
21,9
34,10
19,11
15,12
22,13
23,14
20,15
14,16
21,17
23,18
25,20
29,22
23,23
19,27
21,28
22,29
28,30
21,31
28,0
17,1
18,3
21,4
18,6
17,7
26,8
29,9
20,10
23,11
19,12
22,13
20,14
18,15
19,17
22,19
17,20
20,21
27,22
25,23
22,24
20,25
20,26
27,27
21,29
29,30
21,31
16,0
18,1
23,2
17,3
20,5
24,6
23,8
21,9
26,10
20,12
20,13
24,15
26,16
17,17
18,18
17,19
18,20
23,21
21,22
13,23
8,24
15,25
13,26
11,27
9,28
8,29
14,30
9,31
7,0
14,1
12,2
15,3
6,4
13,5
11,6
18,7
9,8
12,9
10,10
13,11
10,12
7,13
10,14
13,15
7,16
17,17
7,18
19,19
14,20
9,21
12,22
11,23
4,24
11,25
17,26
14,27
9,28
6,29
9,30
8,31
12,0
10,1
14,2
12,3
9,4
17,5
9,6
19,7
6,8
14,9
12,10
8,11
14,12
11,13
10,14
28,15
13,16
10,17
10,18
13,19
10,20
16,21
9,22
15,23
16,24
8,25
14,26
13,27
10,28
20,29
12,30
7,31
16,0
16,1
16,2
7,3
7,4
9,5
11,6
12,7
16,8
11,9
15,10
13,11
