seq_len,ch_idx
780,16
742,18
743,5
712,3
682,25
678,20
672,17
946,8
534,3
514,18
475,22
611,22
474,20
458,0
444,27
526,21
412,31
567,13
376,13
350,11
349,2
370,9
325,19
373,21
360,21
328,11
325,1
315,19
314,29
312,11
310,1
307,16
306,21
497,14
306,19
304,29
332,4
316,15
312,0
310,2
325,7
278,8
263,12
256,19
262,24
246,29
245,24
251,11
241,10
230,23
217,28
270,30
217,4
205,25
203,30
308,31
219,24
202,31
189,14
187,4
184,19
191,25
182,27
182,7
505,30
174,4
171,29
164,31
161,0
259,1
238,1
179,27
165,15
161,13
159,22
159,28
157,4
153,9
234,28
158,9
154,11
286,28
163,14
140,17
136,28
157,23
147,14
128,23
126,5
121,14
120,6
111,6
107,2
169,10
123,23
98,10
128,17
95,17
119,12
99,26
94,6
84,12
78,0
113,2
87,30
67,20
188,26
96,26
75,3
190,15
80,15
67,9
54,18
47,26
138,6
68,12
66,27
59,5
39,6
37,26
104,10
30,16
29,12
2048,10
80,7
12,7
8,24
1,8
