seq_len,ch_idx
785,11
729,22
2048,24
682,5
1078,2
1693,23
594,8
587,8
628,29
1167,15
644,1
535,17
440,20
427,19
399,18
385,11
382,26
369,20
418,0
371,13
363,18
354,21
341,0
339,13
337,20
332,20
311,21
312,10
298,7
296,10
1442,21
300,27
273,22
274,10
262,10
257,25
254,17
248,25
245,17
245,30
242,25
236,10
233,17
273,29
261,7
238,0
238,31
230,2
229,7
258,26
231,26
220,26
236,31
233,6
214,31
208,6
309,13
216,20
205,18
190,31
198,1
175,16
173,1
170,16
169,29
242,5
179,27
176,7
173,16
153,27
158,28
151,28
138,8
138,28
132,4
131,8
131,28
233,4
149,4
130,16
154,3
136,12
112,3
103,3
98,27
96,12
93,14
911,19
168,3
118,16
98,27
90,31
381,12
142,0
110,9
90,28
84,12
71,1
211,9
88,6
88,22
79,2
76,19
69,9
65,6
851,15
158,9
101,4
64,4
64,26
62,14
52,13
48,11
41,14
31,7
374,3
186,12
82,29
40,25
27,5
25,14
23,25
11,5
140,30
55,30
26,30
10,18
6,14
