seq_len,ch_idx
735,4
1087,13
638,21
518,16
499,25
473,25
471,25
465,7
457,13
414,4
454,0
395,8
433,6
373,7
368,4
391,16
389,26
381,7
348,20
372,28
344,15
331,17
457,10
366,12
322,27
968,10
558,5
330,12
329,20
317,28
303,23
528,28
453,27
293,20
284,14
278,3
275,4
274,27
285,11
376,6
408,21
270,11
260,21
253,3
247,3
239,3
231,31
229,22
2025,24
236,9
231,0
218,29
215,11
215,31
241,6
206,26
706,30
237,3
182,20
195,17
190,18
188,21
182,5
180,17
178,0
176,18
181,5
176,5
167,5
232,9
209,22
188,2
166,22
153,2
578,2
410,14
166,2
148,30
144,14
137,23
142,19
135,9
129,22
1193,23
419,0
130,17
124,30
115,20
556,19
140,26
125,16
106,25
101,19
91,30
112,8
94,8
91,31
88,13
87,8
86,31
395,29
312,29
128,29
108,27
82,1
73,18
87,26
77,22
51,14
667,15
144,1
126,15
39,7
36,31
31,18
148,1
144,1
46,11
30,16
25,28
72,12
29,9
28,12
17,18
16,1
7,6
4,10
1,9
