seq_len,ch_idx
889,28
761,25
605,15
679,31
531,13
588,8
507,12
533,1
524,11
469,2
964,31
517,4
1834,17
493,16
554,19
420,19
416,28
412,12
401,4
386,17
382,4
653,18
393,8
385,27
335,20
329,10
308,6
371,27
327,20
318,19
285,27
277,27
271,20
291,30
284,30
288,23
529,6
249,23
402,26
235,4
587,13
413,27
218,6
213,12
238,14
196,22
193,2
201,13
193,11
185,13
373,15
209,2
177,10
217,2
168,10
165,22
633,29
180,15
176,15
170,29
166,7
166,3
157,9
271,14
217,3
168,21
166,14
145,15
354,21
138,21
139,24
132,24
183,1
138,21
134,14
186,22
145,5
126,5
115,7
114,28
111,22
112,11
111,3
109,5
106,11
104,18
100,12
99,3
97,5
167,22
103,11
98,23
92,10
1802,24
92,16
92,2
84,0
67,9
64,1
61,6
58,18
102,30
94,30
52,30
74,26
63,3
44,10
37,7
38,0
35,0
32,0
31,0
31,21
485,23
100,29
38,20
36,8
28,5
21,1
19,18
11,14
11,9
11,29
28,26
18,16
17,25
15,9
11,7
