seq_len,ch_idx
312,18
288,3
278,5
231,31
220,0
209,16
208,24
202,22
203,26
198,16
197,25
180,4
164,17
158,3
157,10
155,23
153,16
153,27
151,4
150,9
150,23
147,31
146,20
144,1
143,2
143,31
141,12
139,15
138,21
137,3
137,27
133,12
132,2
131,14
131,8
129,2
128,29
125,28
130,9
124,24
124,23
124,15
122,8
121,23
118,28
116,15
113,28
112,2
111,21
110,13
110,24
110,15
110,23
109,19
109,1
108,16
107,7
107,21
103,21
103,5
102,9
102,22
102,5
101,31
100,27
100,13
100,12
100,15
99,19
99,0
100,14
99,17
95,11
94,5
93,22
93,27
92,26
91,31
91,5
91,29
90,27
90,9
90,11
89,26
89,8
88,0
88,28
88,26
85,26
85,30
84,30
83,11
83,22
83,15
83,26
82,12
82,29
81,20
81,6
81,15
81,18
79,13
79,5
79,23
78,19
78,21
77,0
77,4
76,20
77,7
76,11
75,19
74,29
73,18
73,14
72,15
72,27
72,22
71,5
71,7
71,21
70,10
70,25
70,11
70,14
69,19
69,1
69,6
69,13
69,8
68,23
68,30
68,21
67,31
67,3
74,17
70,16
68,12
66,17
66,0
66,16
65,1
65,17
64,0
64,16
64,2
64,20
64,24
64,25
64,12
63,17
63,21
62,13
62,26
62,7
61,16
61,28
61,20
61,24
61,25
60,12
60,17
60,19
59,26
59,16
58,2
57,20
57,25
57,7
56,4
56,11
55,7
55,9
54,20
54,2
54,8
53,0
53,6
53,30
52,24
52,31
52,3
52,11
51,29
51,1
50,26
50,20
49,2
49,0
49,14
49,21
48,10
46,4
51,4
47,22
46,30
46,18
46,8
46,13
45,28
45,9
44,10
44,17
43,25
43,31
43,18
43,19
42,1
42,7
42,20
42,17
42,15
42,3
42,5
42,21
41,30
41,11
41,18
41,8
41,13
40,19
40,28
40,20
39,29
39,12
39,17
39,15
39,14
39,27
38,2
38,3
38,5
38,21
38,6
37,16
37,24
56,9
55,9
38,7
38,6
37,18
37,8
36,9
35,29
35,5
35,31
35,3
34,6
34,11
33,4
33,18
32,8
32,9
32,22
32,28
32,29
32,10
32,14
31,5
31,27
31,23
31,3
30,25
30,7
30,20
30,11
30,17
30,18
30,13
29,19
29,30
29,9
29,22
29,29
28,10
28,12
28,14
28,5
28,15
27,23
27,3
27,24
26,25
29,28
28,6
28,1
28,10
27,28
27,12
26,27
26,0
25,4
25,24
25,26
24,23
24,6
24,8
24,29
24,30
23,28
23,12
22,18
22,4
21,24
21,26
21,23
21,6
21,7
21,8
21,29
21,1
21,11
21,30
20,10
20,28
20,12
20,18
19,27
19,9
19,0
19,19
19,22
19,4
19,21
19,24
19,3
18,23
17,25
16,31
15,16
15,2
40,10
20,1
19,13
19,14
19,6
16,10
16,30
16,25
15,1
15,13
15,14
15,22
14,6
14,10
14,30
14,7
14,25
14,1
14,13
13,14
13,4
13,19
13,22
12,0
12,27
12,2
12,31
12,6
11,10
11,30
11,7
11,25
11,29
11,1
11,13
11,14
11,11
10,4
10,8
10,19
10,20
9,22
9,24
9,0
9,18
8,27
8,17
8,26
7,2
7,3
7,15
6,31
5,16
