seq_len,ch_idx
468,21
386,17
378,10
301,10
285,19
250,21
250,27
241,28
239,26
242,22
230,5
225,3
232,13
219,11
202,30
199,25
196,4
190,4
183,2
181,15
183,21
173,1
173,10
156,22
152,13
151,3
147,0
137,5
136,21
141,6
132,29
131,17
129,9
129,12
128,19
128,5
135,1
125,1
122,7
120,14
119,3
119,12
117,10
116,6
115,30
114,5
113,23
113,6
112,9
111,0
110,11
110,18
109,9
107,10
111,8
111,8
109,8
106,29
104,8
104,0
103,29
103,19
102,26
101,18
101,3
101,9
100,11
99,1
98,10
97,21
113,31
100,12
97,13
97,12
96,9
94,27
93,14
92,31
92,12
91,27
91,2
91,17
90,28
90,18
90,8
89,4
89,6
89,15
88,30
88,22
87,10
87,17
87,23
90,7
87,7
87,13
84,22
83,13
82,2
82,3
81,22
81,28
81,25
80,13
80,0
79,16
79,11
79,1
78,22
78,25
76,23
78,4
77,19
76,13
75,16
74,19
74,30
72,7
72,11
72,13
72,16
72,4
72,6
72,20
72,0
71,9
71,2
71,28
71,5
71,25
71,26
71,18
71,7
70,16
70,6
70,20
70,14
70,9
69,2
67,23
66,21
69,17
68,31
67,17
66,6
66,0
65,4
65,11
65,17
65,29
64,20
64,31
63,18
63,0
63,1
62,3
61,30
61,21
61,6
61,31
61,16
60,5
60,24
60,8
58,9
58,29
58,25
58,22
57,3
56,26
98,14
58,22
56,30
56,15
55,24
55,5
55,17
55,26
54,7
54,13
54,2
54,14
53,29
53,19
53,30
53,15
52,25
52,18
52,16
52,31
52,20
51,5
50,17
50,23
50,7
49,2
49,22
49,29
48,19
48,30
48,9
47,28
45,12
52,23
48,16
47,23
47,14
46,28
44,21
43,20
43,0
42,11
42,15
42,19
41,27
41,12
41,21
41,16
41,23
40,14
40,20
40,31
40,1
39,11
39,15
38,25
38,30
37,3
86,24
43,27
42,24
38,31
37,28
36,26
36,27
36,2
35,8
35,13
35,3
35,10
34,20
34,24
34,31
34,28
33,18
33,29
33,19
32,27
32,2
32,5
32,12
32,3
31,21
31,16
31,24
31,31
31,23
31,28
31,25
30,29
30,19
29,15
29,30
28,12
28,13
28,22
28,3
27,7
25,10
42,24
32,18
29,27
28,20
27,18
26,27
26,25
26,26
24,5
24,8
24,24
24,20
24,16
24,31
23,23
23,27
23,26
23,29
23,6
22,11
22,15
22,0
22,19
22,4
22,5
22,8
22,12
22,24
21,16
21,31
21,18
21,23
20,27
20,25
20,26
20,28
20,29
20,14
20,11
19,0
19,19
19,30
19,4
18,5
18,8
17,12
17,1
17,7
17,17
16,22
16,21
16,10
23,15
21,14
19,1
19,4
18,24
18,20
18,15
16,7
16,14
16,26
15,2
14,1
14,4
14,6
14,9
13,24
13,20
13,15
13,7
13,14
13,18
13,25
13,26
12,2
12,8
12,28
12,0
12,1
12,4
11,6
11,11
11,9
11,17
11,10
11,24
10,20
10,15
10,16
10,7
10,14
10,18
10,23
10,27
10,25
9,26
9,2
9,8
9,29
9,12
8,28
8,0
8,30
8,1
8,4
8,6
8,11
8,9
8,22
8,3
7,13
7,17
6,10
6,21
