seq_len,ch_idx
453,4
417,21
303,13
295,16
273,1
247,4
236,1
237,7
229,2
198,26
191,9
185,28
180,16
156,31
151,10
146,20
142,6
139,17
139,25
139,27
132,27
132,10
129,9
128,13
127,8
126,23
126,6
126,27
124,31
121,8
121,20
121,31
121,11
120,22
120,25
119,5
118,2
110,3
110,26
114,15
110,19
106,8
105,15
103,16
103,1
102,8
102,27
102,31
102,26
99,1
99,9
99,7
98,14
95,5
94,2
94,21
93,8
93,19
91,5
91,28
90,3
89,7
89,12
87,14
86,2
85,11
83,29
82,17
82,15
82,10
81,5
81,29
81,31
80,9
80,24
79,28
79,16
78,22
78,19
76,0
76,10
74,18
73,15
73,19
72,25
71,12
71,26
70,13
70,14
69,17
67,1
66,4
72,0
71,23
66,18
66,14
65,26
64,2
64,9
64,22
64,23
64,30
63,0
63,18
63,14
63,15
62,5
62,25
61,2
61,3
60,29
59,9
59,28
58,7
57,23
56,30
61,25
59,3
56,12
56,20
54,15
54,24
53,6
53,7
52,23
52,17
52,4
52,12
50,9
49,24
49,5
49,10
49,2
49,6
48,31
48,7
48,23
48,13
48,17
47,4
49,11
49,13
49,22
46,29
44,16
43,3
42,22
42,14
41,6
41,11
40,18
40,29
40,0
39,8
39,17
37,30
37,16
37,4
40,12
39,6
35,18
35,19
34,24
34,27
33,28
33,1
32,4
32,12
32,22
32,3
31,11
31,14
30,24
30,17
30,0
29,30
29,8
29,13
29,26
28,7
28,16
27,1
27,4
26,21
33,11
31,19
30,21
30,0
29,18
29,11
29,24
27,23
26,29
26,6
26,30
26,5
26,25
26,10
25,28
24,0
24,18
23,11
22,14
21,24
21,19
21,20
21,22
20,29
20,3
20,6
20,30
20,5
19,15
19,25
19,10
19,26
19,28
18,13
17,27
17,16
16,31
16,1
16,21
21,20
21,20
18,21
17,30
16,12
16,20
16,21
15,27
14,30
14,24
14,0
13,12
12,18
12,29
12,3
11,20
11,22
11,23
10,19
9,17
9,25
9,28
9,15
9,10
9,7
9,8
8,21
8,27
8,13
8,26
8,31
7,2
7,9
