seq_len,ch_idx
2048,25
2048,9
2023,12
1112,10
1027,30
1469,10
976,24
856,14
1037,10
842,15
1692,25
985,21
767,10
814,4
764,25
745,27
898,1
768,15
704,27
702,22
676,19
674,29
668,16
664,1
658,24
657,9
2048,15
702,7
933,25
782,31
739,29
636,4
617,13
687,3
608,2
602,10
612,19
598,25
596,15
591,18
588,22
586,2
578,11
599,23
577,23
575,24
563,13
1093,11
609,3
567,9
564,16
552,18
679,0
565,29
574,18
533,11
1224,31
545,29
570,2
520,6
515,2
563,8
526,31
522,4
520,8
504,10
501,24
908,28
542,26
488,30
481,0
467,21
494,9
469,16
456,6
447,25
512,22
469,21
455,13
437,24
427,26
2048,5
1732,28
547,30
480,17
440,22
425,15
421,13
421,22
421,17
413,10
412,2
496,2
445,2
406,6
401,21
1050,30
437,14
424,18
408,4
407,12
400,29
413,29
404,16
403,27
387,8
385,29
432,1
399,8
383,1
379,20
379,22
371,16
412,12
385,12
393,21
384,28
383,21
377,13
369,1
369,8
366,20
364,15
548,1
396,1
394,31
356,6
354,31
350,3
341,8
576,18
553,12
381,26
357,6
348,11
341,27
825,0
451,0
327,0
323,5
321,22
344,31
342,9
327,28
321,4
319,12
352,17
335,7
334,2
313,0
309,26
305,27
746,20
379,6
329,6
306,26
300,6
354,3
343,12
336,31
297,12
289,21
288,29
287,18
286,26
284,6
364,20
309,31
289,6
288,20
288,31
278,10
346,14
310,4
286,27
283,14
275,4
274,3
273,14
267,2
265,23
265,19
263,20
261,6
686,13
319,13
313,8
305,2
283,18
263,13
463,8
351,14
276,24
266,6
260,24
258,21
256,28
254,6
254,14
249,17
246,21
245,23
243,9
401,5
282,2
275,5
262,3
241,4
237,0
235,28
487,21
286,23
261,19
248,15
242,22
237,23
236,13
236,19
230,18
229,20
667,14
327,2
272,4
254,14
238,2
228,4
228,24
226,15
226,28
225,7
225,14
225,2
221,23
216,15
213,29
470,18
279,9
233,19
220,16
217,4
212,19
211,13
210,18
210,5
273,30
250,8
211,26
208,8
206,29
204,30
198,22
229,23
215,5
209,20
206,23
193,5
2048,0
337,27
225,24
222,26
208,3
194,17
191,27
189,30
187,24
186,29
183,9
177,7
404,26
334,31
284,10
271,6
204,31
178,30
176,24
172,13
171,19
169,10
168,25
166,20
233,22
222,8
208,24
186,5
185,27
182,22
174,2
161,18
159,20
158,26
157,8
206,14
195,22
184,17
170,27
163,18
162,12
146,6
143,24
286,19
191,9
167,20
166,26
163,19
151,5
145,18
141,15
141,11
139,20
139,14
138,26
136,19
133,8
132,3
398,30
227,30
221,1
157,10
150,6
147,3
140,22
139,5
133,27
132,18
132,30
131,17
130,1
130,9
128,7
128,10
121,6
327,26
201,26
175,31
142,9
142,21
134,12
133,16
132,15
132,11
131,25
121,8
1441,28
164,19
131,15
125,19
123,26
118,4
116,27
114,5
113,22
109,31
107,1
107,2
105,15
105,16
104,28
103,19
846,5
295,17
163,23
118,5
112,30
105,17
103,22
102,7
101,1
95,23
95,20
585,3
439,3
198,17
130,3
115,3
112,17
111,21
109,17
107,3
104,8
99,30
98,31
98,29
93,21
91,18
90,12
87,20
83,17
208,13
130,26
102,13
101,3
87,13
85,21
84,9
82,16
78,3
446,27
126,27
113,27
88,1
82,27
81,26
79,8
74,30
74,1
72,21
72,29
68,12
66,17
61,20
545,21
217,12
147,26
102,14
102,30
94,31
88,23
68,21
64,28
62,20
57,14
56,30
262,17
127,17
100,7
83,17
72,14
70,21
64,4
62,24
59,7
58,16
55,11
52,17
51,8
47,14
45,21
44,4
41,12
296,23
103,23
76,23
76,23
72,7
62,0
60,23
50,19
45,7
44,4
43,16
43,11
40,0
40,25
39,23
39,19
38,26
37,7
36,14
36,8
34,4
93,16
90,16
70,16
52,1
46,6
44,28
40,16
38,7
37,1
34,24
30,22
29,6
28,5
27,9
27,28
26,25
24,17
24,16
22,7
21,20
1419,7
576,11
95,11
84,7
53,11
44,4
42,22
34,24
23,28
23,0
18,17
12,7
788,11
240,0
73,13
26,29
26,0
26,16
18,20
18,19
16,11
16,1
15,27
13,29
13,13
13,5
12,9
10,12
8,0
7,16
2,7
1,20
