seq_len,ch_idx
2048,25
2048,1
1126,22
1100,30
888,9
812,20
811,6
786,28
742,14
733,26
711,8
705,14
684,10
680,15
680,21
844,30
670,6
679,6
650,23
660,17
626,3
622,15
622,13
615,25
607,10
592,24
2048,31
671,25
590,20
574,0
552,17
659,13
547,19
532,16
533,30
560,13
553,10
548,14
532,25
511,21
572,8
541,2
517,15
510,7
496,15
1218,15
502,11
493,21
496,11
486,2
472,24
481,11
473,11
461,5
755,4
590,0
562,13
529,17
467,9
464,19
608,18
523,7
481,18
453,31
926,4
544,20
512,1
471,5
449,3
445,20
436,29
437,3
473,12
473,25
463,22
446,28
415,12
890,13
423,0
410,17
396,24
712,17
393,9
393,7
409,7
398,24
391,22
389,23
381,24
378,6
1138,22
555,7
425,20
380,24
379,6
374,28
371,15
361,14
1080,6
666,29
435,5
362,11
359,25
352,22
456,9
380,28
375,29
363,31
356,16
349,0
561,15
423,28
383,19
341,11
411,0
348,28
333,11
329,9
1515,27
365,27
362,1
333,24
323,24
321,13
313,2
362,5
325,28
319,5
311,1
311,2
305,4
304,16
301,15
314,10
304,7
304,11
297,4
295,15
802,8
330,0
326,11
322,13
310,27
297,20
1219,15
834,7
326,14
307,9
293,14
283,2
283,26
282,19
278,28
278,9
274,27
2048,29
933,7
380,31
316,9
315,5
287,20
287,23
285,16
278,25
277,30
274,9
272,28
270,5
262,24
299,22
279,22
266,2
265,27
265,22
261,2
256,17
254,14
251,26
251,3
297,3
261,2
257,24
254,3
246,6
273,29
253,27
245,19
243,29
242,30
239,28
236,9
322,10
312,3
309,10
260,1
250,30
248,3
247,27
241,24
239,17
235,7
234,1
232,6
230,29
229,16
228,30
227,23
248,8
238,26
234,22
228,8
228,10
223,23
314,0
301,19
252,6
252,12
242,27
241,3
223,8
219,19
213,17
212,6
212,1
212,12
209,27
208,3
203,0
531,25
246,22
229,2
206,16
204,18
204,25
202,3
201,0
199,22
195,17
195,11
513,12
305,24
198,16
198,9
196,0
186,2
816,8
324,30
251,26
210,2
205,26
200,8
199,30
191,19
182,7
182,6
178,31
177,2
177,26
176,9
176,8
550,23
226,16
205,18
189,4
189,23
186,16
185,21
185,18
174,4
174,23
172,16
171,26
168,21
166,5
308,23
204,4
181,23
164,22
162,1
159,2
157,30
153,11
151,28
151,7
352,11
322,26
265,22
252,11
188,2
186,26
158,27
154,22
153,4
148,7
147,1
146,14
2048,20
235,18
228,12
158,26
150,27
146,21
145,30
144,28
139,12
139,19
138,29
138,10
136,31
491,30
264,30
157,17
149,27
145,16
139,23
139,21
138,4
137,3
132,17
129,5
128,8
124,14
123,29
328,28
197,19
173,26
165,4
159,16
153,28
142,0
133,9
130,19
129,18
125,26
123,4
114,23
113,22
2048,12
272,29
219,29
192,17
175,5
144,29
136,7
136,10
130,31
125,28
117,2
110,30
110,17
109,0
108,5
106,19
101,9
201,31
144,27
144,2
131,8
126,29
124,31
120,12
114,14
114,1
111,27
111,2
105,23
105,5
104,8
102,9
101,21
2048,31
147,14
110,14
105,12
97,27
93,28
91,21
90,30
88,14
87,11
84,10
439,10
143,10
113,10
108,10
94,10
91,13
88,26
87,10
85,21
82,16
82,4
82,3
81,29
79,6
207,18
123,2
95,18
82,23
74,11
72,12
71,2
63,6
62,5
187,19
177,19
148,20
109,21
85,18
84,19
75,3
73,13
73,20
69,25
69,21
60,19
60,4
59,3
55,8
52,12
540,16
142,18
119,16
97,9
80,12
58,25
58,18
57,21
57,16
57,8
55,27
51,3
51,4
44,9
42,30
41,12
475,24
339,24
88,24
84,17
83,24
74,7
73,18
70,26
69,14
68,17
61,24
59,7
59,1
58,18
58,21
48,26
47,14
45,23
43,3
42,4
39,8
38,17
31,0
1658,13
253,1
121,12
94,1
66,18
65,21
42,16
39,4
38,14
37,23
34,0
31,9
30,12
29,28
28,6
28,24
27,7
27,1
24,13
24,20
24,31
228,11
75,21
56,11
53,21
41,26
35,11
31,15
28,21
27,18
23,26
23,3
22,0
21,27
21,11
20,1
17,29
17,15
11,21
911,5
398,5
99,5
46,18
31,19
23,0
14,5
14,20
14,31
13,18
12,4
11,23
5,19
4,0
