seq_len,ch_idx
2041,21
865,20
1643,19
1159,5
862,26
771,1
654,9
615,6
539,23
536,27
551,4
511,9
524,28
552,27
522,25
756,26
420,11
415,18
428,11
473,0
385,26
383,5
368,22
366,0
353,5
373,2
324,17
507,13
309,15
587,6
285,8
284,2
283,29
282,14
271,30
450,8
288,2
1094,18
263,20
356,23
261,24
260,0
311,8
266,8
231,1
238,7
227,16
272,25
214,23
211,14
213,25
209,30
206,15
208,7
204,25
206,14
202,10
226,13
201,13
192,11
185,13
177,11
364,31
235,31
171,31
170,31
169,10
221,1
218,17
197,6
750,2
2048,12
172,3
151,17
147,6
139,14
137,7
134,17
220,22
169,27
154,14
144,8
131,1
131,6
129,22
125,27
175,4
152,20
144,4
141,28
134,19
133,25
120,30
115,20
128,29
107,29
138,15
102,15
98,4
91,23
809,16
87,16
113,15
100,7
93,4
72,3
100,24
81,30
79,3
69,24
101,0
66,29
62,31
203,10
160,9
64,24
47,13
80,3
45,3
32,24
32,10
80,28
35,22
31,28
28,10
27,7
26,30
5,29
