seq_len,ch_idx
2048,4
2048,15
729,1
1874,28
740,20
690,29
693,22
642,17
611,21
591,17
549,11
547,25
653,5
1944,27
540,24
515,26
461,13
462,8
520,23
441,21
433,3
451,7
464,9
606,13
467,24
412,7
388,26
405,16
382,11
349,25
343,18
347,9
321,9
386,19
307,21
307,23
307,29
323,6
689,25
289,31
282,0
351,14
314,14
297,11
288,5
254,18
312,23
255,31
248,23
244,3
287,22
250,31
222,9
235,24
213,24
211,24
203,14
202,22
214,6
205,3
189,5
214,7
188,12
176,0
301,1
178,10
176,1
168,10
162,6
154,23
143,25
1113,6
1157,0
137,3
128,5
125,13
423,13
150,9
149,12
129,13
123,28
367,14
148,30
105,10
103,11
144,2
143,26
127,2
101,26
95,2
152,19
136,19
94,19
88,26
177,20
144,12
122,30
111,1
84,20
73,7
69,29
132,10
74,12
73,10
63,12
61,3
61,20
59,22
56,14
60,30
58,29
42,7
53,18
45,16
43,19
37,18
34,31
28,30
27,31
24,16
24,2
22,18
15,16
38,8
23,8
21,8
21,30
3,2
