seq_len,ch_idx
1943,27
1356,14
885,2
823,27
912,29
729,25
970,14
671,9
1239,28
622,4
590,22
541,21
539,6
534,11
557,12
530,2
468,18
612,16
467,12
434,29
424,21
406,7
394,31
381,0
373,20
361,18
391,13
375,24
366,19
425,7
383,0
350,0
335,18
375,30
342,21
338,19
1078,31
323,3
303,0
423,25
910,11
278,20
275,20
337,22
275,24
269,19
246,23
246,1
244,6
238,23
379,21
234,15
232,26
225,10
222,15
221,25
251,24
210,10
209,1
217,15
203,16
194,7
217,1
183,22
179,31
177,16
976,5
200,16
180,12
156,1
151,12
431,26
650,23
148,21
133,30
1014,10
133,23
129,12
128,9
118,3
412,5
227,24
115,25
111,17
146,8
129,30
105,8
97,30
91,8
111,6
104,17
88,6
83,17
88,17
75,17
86,15
79,3
61,30
67,4
62,26
59,1
57,3
55,4
200,13
55,6
54,13
676,8
58,20
48,2
41,20
98,19
68,29
63,5
50,15
40,19
37,22
61,13
37,18
36,28
29,3
26,13
20,26
17,24
44,9
41,7
14,4
10,26
1,9
