seq_len,ch_idx
329,12
331,29
241,26
207,16
201,30
203,2
204,4
189,8
181,8
182,14
179,22
173,13
163,29
151,14
149,17
153,21
138,10
149,14
153,15
137,18
142,20
141,25
132,28
135,5
177,15
128,22
117,27
119,12
121,15
122,22
122,30
124,15
107,21
108,22
113,25
111,3
110,7
115,14
115,16
102,18
96,24
99,28
103,30
103,31
115,0
102,9
104,18
98,20
101,22
88,27
91,2
91,9
94,10
87,17
92,19
93,29
100,0
89,3
88,4
82,8
89,19
80,20
81,21
82,26
82,27
78,29
74,30
84,0
81,6
82,9
80,11
72,16
69,19
70,20
68,24
72,26
66,28
67,30
84,0
71,1
73,5
68,6
72,8
70,10
72,15
56,17
64,19
61,22
64,24
70,25
57,28
56,30
64,0
59,2
65,5
65,13
62,14
61,16
64,17
62,18
62,24
64,27
61,29
63,31
50,1
50,2
51,4
51,5
52,6
50,9
48,10
54,11
49,15
51,17
51,20
49,21
51,24
46,27
65,29
53,30
49,31
56,0
52,3
52,4
53,7
50,9
50,10
44,13
41,15
41,16
43,17
43,21
40,23
42,24
47,25
40,28
39,30
41,2
43,6
35,7
42,8
44,9
41,10
41,11
44,13
40,14
51,19
31,20
31,21
33,22
35,24
33,25
30,26
35,27
31,30
29,31
31,0
32,4
30,5
28,6
27,7
32,8
33,12
32,13
37,15
36,16
28,17
31,18
31,19
28,21
40,24
32,25
27,26
30,27
37,28
28,29
32,30
19,31
25,0
29,1
23,2
19,3
18,4
22,5
18,6
19,7
17,8
24,9
19,10
21,11
32,12
38,13
26,14
19,15
19,17
24,18
31,19
27,20
24,21
22,22
18,23
20,24
20,25
30,26
24,29
23,30
18,31
22,1
18,4
15,5
23,6
19,7
21,8
26,10
22,11
9,12
11,13
18,14
12,15
13,16
12,17
7,18
15,19
16,20
12,21
14,22
7,23
22,24
17,25
9,26
10,27
17,28
9,29
11,30
8,31
16,0
14,1
18,2
20,3
11,4
11,5
18,6
10,7
18,8
9,9
13,10
11,11
17,12
10,13
9,14
9,15
21,16
10,17
13,18
13,19
10,20
