seq_len,ch_idx
913,31
313,5
302,31
275,14
202,22
190,16
171,0
163,0
164,2
163,6
148,14
155,3
151,22
141,1
143,3
146,6
143,13
144,19
145,22
135,24
132,0
135,13
136,14
130,25
122,15
120,8
129,11
121,12
126,15
124,16
113,17
110,24
110,29
118,31
113,0
115,3
112,4
121,8
116,12
122,20
115,25
109,27
102,31
99,7
108,11
99,12
98,17
100,24
104,3
100,8
92,17
93,18
91,22
93,24
94,26
88,29
92,31
89,0
92,7
95,9
96,13
94,14
98,16
95,20
92,21
91,23
87,29
74,30
83,0
88,6
78,8
80,11
80,17
81,18
81,30
69,1
71,8
69,11
74,12
72,13
69,17
78,18
66,21
70,30
70,0
74,3
76,6
77,7
73,12
68,13
76,14
67,15
68,16
59,22
66,23
59,24
57,27
60,31
60,1
60,4
57,9
65,11
59,13
67,15
60,16
60,17
66,20
64,21
61,22
64,23
55,27
49,29
55,31
54,1
53,2
49,4
58,5
48,6
56,8
45,9
56,10
50,12
50,13
55,14
53,15
49,16
51,17
64,19
53,21
50,22
55,25
58,26
52,27
48,30
49,31
56,2
46,5
62,7
48,8
52,9
48,11
41,12
45,14
43,16
42,19
41,21
38,23
43,25
45,28
39,29
41,2
42,4
39,7
42,8
41,9
37,11
43,12
45,14
40,15
46,18
29,20
35,22
28,23
31,24
27,25
39,27
35,28
35,29
38,31
28,0
31,2
34,3
37,5
30,7
28,13
31,14
30,15
29,17
29,18
36,19
32,21
33,23
34,25
36,26
34,29
34,30
31,31
22,0
22,1
19,2
31,3
24,4
30,5
17,6
18,7
21,8
27,9
20,11
20,13
20,14
29,17
16,19
21,21
38,22
27,23
25,24
18,25
25,27
19,28
19,29
18,30
19,31
21,0
19,1
15,2
15,3
18,4
19,5
24,6
15,7
21,8
22,9
19,10
12,11
11,12
22,13
8,14
9,15
10,16
8,17
12,18
8,19
15,20
13,21
19,22
8,23
10,24
16,25
11,26
10,27
18,28
11,29
12,30
11,31
14,0
12,1
12,2
15,3
10,4
10,5
10,6
23,7
14,8
11,9
13,10
13,11
