seq_len,ch_idx
2048,26
2048,28
880,6
821,31
819,23
796,25
806,20
758,11
1057,10
749,9
683,1
669,10
687,16
658,25
654,1
689,28
642,21
685,0
644,0
626,18
636,6
629,29
609,8
606,6
597,8
563,13
542,13
590,7
519,17
536,11
514,8
503,9
2048,30
549,3
495,23
551,10
493,8
480,19
476,12
470,28
1341,1
476,23
471,24
469,2
466,28
437,27
420,6
417,27
420,17
404,19
1177,13
397,25
378,28
372,2
368,0
1511,23
360,10
355,5
353,18
352,22
340,5
335,15
329,5
324,5
320,29
318,22
311,31
340,9
309,22
307,25
329,18
324,9
307,17
299,14
684,15
295,31
288,1
320,8
279,10
278,9
277,17
277,27
442,15
287,12
332,7
289,7
260,27
258,2
292,24
245,14
236,22
240,27
234,20
234,15
225,0
288,16
224,10
1296,13
1142,16
531,12
250,20
241,0
229,6
220,20
210,12
207,7
239,31
237,31
217,31
209,31
208,15
204,3
201,26
193,20
1093,29
421,4
292,30
220,17
208,15
204,7
194,24
185,27
748,18
205,8
189,18
185,16
210,3
175,11
173,19
166,26
165,17
163,3
161,11
158,10
158,16
219,11
196,4
171,29
161,23
157,4
155,11
148,3
1022,14
181,30
151,24
147,12
145,15
144,9
141,5
132,21
436,25
223,17
179,21
130,4
130,7
121,25
161,4
130,9
128,4
122,24
111,22
566,29
232,7
223,16
175,25
120,13
114,24
112,20
112,16
109,7
109,9
108,25
119,4
110,12
110,21
106,2
102,5
177,14
145,5
137,14
111,15
107,5
101,27
91,3
90,29
86,1
83,10
85,22
84,3
81,22
77,2
133,20
131,14
103,22
91,4
76,24
75,20
65,17
62,11
88,24
67,7
67,27
64,9
58,12
1003,2
819,21
408,2
89,22
70,3
63,12
54,17
45,23
59,19
53,19
51,11
51,19
50,18
50,30
47,24
47,11
45,19
41,12
40,18
38,31
37,21
207,26
150,4
54,0
53,26
33,3
32,4
30,12
26,18
25,0
417,21
45,8
38,22
25,20
21,19
18,0
16,17
12,21
12,15
100,14
78,30
77,19
67,5
61,27
31,14
28,30
24,26
21,6
20,2
19,19
16,24
4,5
