seq_len,ch_idx
299,13
225,7
222,23
212,19
198,23
198,1
194,3
191,18
180,6
179,7
171,8
173,0
173,11
177,14
170,13
159,16
149,14
142,10
143,0
140,1
138,3
133,14
135,3
135,11
131,12
122,20
121,25
120,31
122,31
112,3
120,13
107,15
121,23
115,28
115,0
118,1
99,20
100,21
99,22
97,24
107,15
107,17
103,18
90,28
86,29
95,0
98,7
88,16
89,23
97,24
86,26
88,2
77,4
79,5
79,20
77,23
86,26
86,30
77,31
82,5
80,6
78,12
81,15
83,17
69,22
70,24
71,26
75,27
66,30
73,0
75,1
73,2
76,4
68,6
75,7
70,8
69,9
79,11
71,15
68,16
75,17
75,18
74,19
84,20
72,24
76,26
73,29
69,30
68,31
64,3
64,7
61,8
64,9
58,11
63,15
63,17
66,18
61,19
64,24
60,25
61,28
60,31
57,0
63,2
61,5
61,7
64,8
52,11
51,13
46,15
53,19
52,21
55,23
50,25
56,26
59,27
54,28
54,31
53,4
51,5
48,6
50,8
51,9
49,10
61,11
47,14
56,15
40,19
41,20
44,21
39,23
45,24
37,25
40,27
45,31
41,2
38,3
38,4
38,5
45,6
40,8
44,9
45,12
42,13
40,14
41,18
43,20
35,21
42,22
52,23
39,26
28,28
28,30
28,0
39,1
28,3
30,4
28,5
30,7
33,10
28,11
28,14
28,15
30,16
34,17
34,19
27,20
35,21
31,23
31,24
31,26
35,27
29,28
36,30
27,31
34,0
30,1
29,2
43,3
39,6
39,7
19,8
30,9
19,10
17,11
21,12
17,13
22,16
24,17
17,18
25,19
22,20
16,21
22,22
21,23
17,25
24,26
14,29
25,30
19,31
22,0
19,1
26,2
26,4
29,5
21,7
13,8
12,9
11,10
11,11
11,12
9,13
13,14
15,15
6,16
16,17
13,18
5,19
15,20
9,21
7,22
8,23
9,24
12,25
11,26
17,27
27,28
8,29
12,30
12,31
10,0
7,1
9,2
9,3
9,4
10,5
10,6
12,7
12,8
4,9
8,10
7,11
8,12
9,13
23,14
35,15
13,16
13,17
7,18
16,19
8,20
13,21
17,22
10,23
20,24
11,25
