seq_len,ch_idx
1507,6
815,9
1018,2
1335,1
683,4
700,9
626,23
2048,27
628,0
616,1
631,8
569,13
641,18
570,23
503,10
650,13
1105,15
423,8
412,11
495,13
402,19
367,20
391,21
364,25
407,28
375,29
363,0
364,3
335,6
332,7
314,9
480,10
316,13
311,14
325,16
301,17
295,21
318,22
312,24
2048,25
301,26
278,27
278,28
273,30
289,0
248,4
342,5
256,6
247,8
223,12
530,17
215,18
216,20
209,21
192,24
478,26
355,27
181,28
193,29
188,30
210,31
184,1
198,2
202,3
179,4
181,5
214,6
212,7
176,8
214,9
175,11
178,12
247,14
168,15
172,16
158,17
926,18
148,19
137,20
136,21
155,22
135,23
179,24
142,25
150,26
132,27
158,28
123,29
404,0
133,1
110,2
102,3
116,4
116,5
155,6
138,7
90,8
180,9
82,10
103,11
85,12
77,13
125,14
85,15
64,16
66,17
106,18
172,19
48,20
48,21
58,22
44,24
55,25
35,26
52,27
397,28
31,29
17,30
13,31
51,0
49,1
731,2
5,3
25,4
8,5
7,6
13,7
19,8
