seq_len,ch_idx
2048,2
2048,5
2048,17
1638,18
1472,30
987,4
971,9
929,6
859,25
848,14
830,22
796,15
919,11
825,31
745,11
715,13
847,17
879,7
729,11
723,15
711,0
673,8
669,18
684,23
663,8
625,15
621,19
625,30
610,4
648,0
577,17
556,31
562,21
560,25
543,0
775,2
551,4
864,6
528,8
521,12
544,23
535,30
587,31
512,13
504,20
492,2
578,4
486,14
457,0
464,8
471,11
472,13
648,15
462,21
447,26
441,28
439,3
438,4
493,10
414,14
434,16
464,29
428,0
394,5
394,6
391,13
402,14
379,20
415,25
387,26
389,27
361,8
366,19
359,22
359,24
390,25
384,27
343,28
363,0
333,4
411,5
326,6
376,7
339,9
382,11
332,12
359,13
370,16
1757,19
331,22
315,24
322,27
334,28
320,29
309,2
354,4
327,5
349,6
307,9
432,10
304,12
300,14
332,17
346,18
286,20
288,22
293,24
476,27
348,28
297,29
347,30
276,31
2048,0
271,2
277,3
640,4
298,5
287,7
286,14
326,15
288,16
291,19
321,20
568,21
285,23
295,26
295,28
299,30
268,31
258,0
264,1
566,2
763,6
482,11
260,13
265,15
276,17
278,20
255,23
248,24
248,26
263,27
235,28
244,30
244,31
259,0
246,2
253,3
365,6
227,7
223,8
233,9
648,11
230,13
223,16
311,17
269,18
215,19
224,20
262,23
220,24
249,25
232,27
222,30
216,31
719,1
2048,3
250,5
236,6
216,9
210,10
1105,11
237,12
271,13
213,15
226,19
207,22
339,24
316,25
745,28
215,29
204,30
213,31
248,0
188,1
194,2
211,5
200,6
197,9
187,10
219,11
201,12
201,13
214,14
196,15
199,16
301,20
196,21
306,22
203,24
287,25
266,27
225,29
182,30
212,31
265,0
172,1
180,4
318,5
162,6
166,7
170,8
160,9
175,11
167,12
189,13
156,15
158,16
187,17
165,19
157,20
273,21
158,22
141,26
163,29
150,30
155,31
157,0
150,1
215,3
149,4
161,5
143,6
143,7
197,8
144,9
142,10
241,11
140,12
144,13
136,14
141,15
121,17
123,18
126,20
131,21
136,22
133,23
138,24
239,26
126,27
161,29
127,30
144,31
137,0
127,1
123,2
127,3
187,4
111,5
114,7
117,8
117,9
124,10
189,15
108,16
109,19
130,21
112,22
138,23
106,26
124,27
98,29
127,30
151,0
98,1
91,3
99,4
95,5
126,7
105,9
112,10
149,11
135,12
88,13
106,14
119,15
488,16
88,18
123,19
97,20
130,21
88,22
84,24
80,26
84,27
82,28
86,29
84,30
95,31
74,0
369,2
85,3
65,4
70,5
203,6
1598,7
69,8
63,9
88,11
82,13
72,14
143,15
69,16
105,17
112,18
58,19
51,20
145,21
89,22
82,23
390,24
60,25
62,26
51,27
65,28
107,29
2048,30
62,31
148,0
54,2
46,3
79,5
48,6
89,7
55,8
184,9
51,10
37,11
45,12
57,13
42,14
52,15
35,16
46,17
39,18
82,19
46,20
39,21
60,22
24,23
583,24
70,25
61,26
122,27
98,28
329,30
33,31
23,0
21,1
833,2
62,3
50,4
12,5
515,6
22,7
19,8
10,9
1,10
8,11
36,12
53,13
66,14
19,15
18,16
10,17
86,18
13,19
1,20
29,21
233,22
145,23
109,24
13,25
