seq_len,ch_idx
479,8
266,25
246,27
244,9
215,11
214,2
188,13
180,10
171,4
158,17
155,31
152,17
152,2
149,25
147,11
146,13
144,28
141,4
140,9
135,11
124,14
123,0
122,27
122,24
121,22
121,30
118,15
117,29
113,21
113,24
111,7
110,16
109,22
109,15
109,17
107,8
108,26
108,5
102,14
102,24
102,6
102,11
99,13
99,2
97,18
96,8
96,5
97,15
97,23
96,25
96,28
96,29
95,27
93,20
91,7
89,9
88,8
95,21
85,21
85,27
84,1
82,19
81,16
79,11
77,0
84,7
77,22
77,26
76,5
75,10
74,22
73,31
72,27
72,13
72,3
72,29
71,6
71,10
70,0
70,23
70,31
70,11
69,28
69,13
69,3
68,29
68,30
68,18
67,8
70,23
69,28
67,18
66,21
65,22
65,23
65,28
64,4
64,27
63,12
63,9
63,5
62,30
62,6
61,28
60,20
59,31
59,27
59,3
59,12
59,9
58,29
58,1
57,5
57,30
55,17
69,18
57,24
54,21
54,26
53,31
53,3
52,7
52,17
51,25
50,21
50,28
50,24
50,10
49,7
48,15
48,14
46,8
47,13
43,3
43,17
43,4
43,13
42,0
42,7
42,12
42,18
41,3
39,13
39,23
38,14
38,5
37,2
35,8
56,0
40,12
35,20
35,24
34,6
34,1
34,25
34,2
33,7
32,12
32,20
32,24
31,30
31,4
31,6
31,23
30,17
30,1
29,16
29,9
29,14
29,25
28,27
28,11
27,2
44,19
33,26
31,19
29,19
28,26
25,22
25,19
25,6
25,26
23,31
23,1
23,14
23,30
23,22
23,29
23,10
22,19
21,0
21,18
21,20
21,3
21,31
20,1
20,5
20,14
19,23
19,30
19,22
19,24
19,29
18,10
18,9
18,2
17,8
31,16
26,16
22,15
20,12
20,20
19,16
16,15
15,4
14,19
14,1
14,12
13,20
13,16
12,6
12,26
12,0
12,10
12,15
12,18
12,4
12,21
11,25
11,19
11,1
11,12
11,20
11,16
11,6
11,26
10,30
10,3
10,14
10,0
10,5
10,10
9,15
9,18
9,23
9,29
9,31
9,4
9,7
9,21
8,17
8,28
8,2
8,9
7,25
6,11
