seq_len,ch_idx
2048,23
2048,5
1037,17
905,19
853,28
839,15
767,1
843,5
733,21
731,24
732,8
727,27
679,0
677,1
1380,3
656,5
775,11
643,14
638,18
661,19
629,21
621,24
627,29
2048,26
617,14
549,24
527,11
513,13
951,27
493,2
476,10
449,2
458,4
474,6
430,9
426,21
453,22
384,6
397,8
384,15
366,23
366,28
363,31
363,0
1036,1
362,3
363,4
361,12
345,16
336,17
367,21
339,22
421,24
364,26
322,28
330,29
352,31
326,0
325,4
314,5
314,6
309,7
714,13
336,14
455,21
299,22
297,23
301,24
329,28
290,29
294,30
287,31
315,2
283,6
290,7
275,8
296,14
272,16
298,17
264,20
281,26
263,27
274,29
277,31
278,1
257,2
332,3
257,4
248,5
259,6
244,12
253,13
278,14
236,16
1765,17
242,18
264,19
589,20
238,21
226,23
222,24
299,25
233,26
225,27
223,28
283,31
216,1
218,2
247,4
223,5
224,6
238,7
204,8
204,9
229,11
204,12
213,15
365,16
232,19
501,21
206,24
183,29
187,31
180,0
183,1
820,3
177,4
179,5
172,6
199,7
201,8
178,11
175,13
166,15
236,16
172,19
232,21
160,22
197,23
167,24
223,25
171,26
182,27
148,30
155,31
264,0
152,3
204,5
141,6
141,7
168,9
163,10
132,11
1458,12
164,13
137,14
138,15
158,19
198,22
117,23
125,24
115,25
138,28
125,29
113,0
131,1
108,2
124,3
129,4
114,5
132,6
140,7
108,9
731,10
103,11
246,12
98,13
86,16
82,17
112,18
99,19
104,20
90,21
94,22
96,23
109,24
93,25
109,26
94,27
139,28
88,29
85,30
81,31
91,0
74,1
86,2
118,3
916,4
92,5
71,6
99,7
236,8
132,9
120,10
84,11
88,12
82,13
62,14
96,15
67,16
85,17
70,19
216,21
305,22
51,23
60,25
55,26
95,27
110,28
74,29
53,30
44,31
61,0
45,1
46,2
61,3
78,4
124,5
48,6
62,8
41,9
36,10
39,11
41,12
78,13
32,14
30,15
39,16
21,17
18,18
611,19
36,20
50,21
16,22
340,23
29,24
14,25
22,26
11,27
11,28
23,29
11,30
7,31
44,0
39,1
56,2
