seq_len,ch_idx
1342,8
915,21
837,22
807,25
697,13
709,1
983,26
1856,7
619,12
674,15
597,25
721,29
582,4
589,17
597,18
562,21
571,25
572,0
557,6
571,19
636,5
506,13
595,21
490,23
537,0
481,1
503,8
766,10
866,20
465,23
468,24
463,27
447,30
624,1
2048,7
426,10
448,24
433,27
933,30
439,31
411,6
443,8
402,18
409,24
384,27
437,29
374,1
387,2
366,3
381,6
360,12
363,14
399,18
347,26
345,28
934,29
347,1
332,6
340,13
339,17
316,18
325,24
305,26
316,30
310,0
296,2
304,3
282,4
309,6
286,7
328,9
669,10
323,11
288,12
276,13
310,15
272,16
282,17
331,18
292,19
337,20
372,21
296,24
264,25
273,26
276,27
254,28
289,0
306,2
255,4
295,5
282,7
405,8
247,9
249,10
257,11
254,14
255,15
264,16
256,18
239,19
312,20
247,21
237,23
234,24
279,25
228,28
252,29
342,0
213,4
209,5
223,6
221,9
332,10
1383,11
203,12
200,16
245,17
199,18
196,20
202,21
191,22
207,23
203,24
207,25
193,26
194,27
202,28
270,1
184,2
203,3
184,6
361,8
184,9
173,10
206,11
261,14
169,16
182,17
149,20
153,23
362,24
147,25
179,30
137,31
565,0
804,1
126,4
149,5
154,6
133,7
286,8
138,9
142,10
140,11
146,12
116,13
163,14
138,15
366,16
111,17
1347,18
107,20
375,21
111,23
113,24
116,25
120,28
105,29
107,31
94,0
99,1
91,2
98,3
114,4
89,5
196,6
100,7
131,8
91,9
91,10
81,12
85,13
87,14
242,15
78,16
100,17
75,18
87,19
74,20
89,21
76,22
69,23
79,24
150,25
65,26
65,27
61,28
143,29
60,31
67,0
70,1
60,2
107,3
78,4
74,5
69,6
81,7
52,8
57,9
64,11
67,12
55,13
121,14
47,15
41,17
46,18
39,19
53,20
41,21
47,22
42,23
35,24
34,25
89,26
65,27
635,28
74,29
55,30
90,31
487,0
87,1
259,2
73,3
31,4
87,5
37,6
47,7
121,8
20,9
21,10
42,11
16,12
187,13
17,14
74,15
33,16
40,17
10,18
35,19
136,20
15,21
1,22
86,23
10,24
11,25
