seq_len,ch_idx
2048,13
1363,26
836,18
869,8
781,31
730,12
745,31
690,5
1001,10
646,7
2048,19
817,25
623,26
610,2
906,4
775,6
628,8
1233,9
545,4
560,5
552,7
561,9
552,20
663,17
493,26
490,0
491,2
550,12
499,14
484,17
454,28
463,29
449,3
475,6
432,18
419,20
396,30
396,31
383,7
382,9
403,15
397,16
413,17
385,19
386,22
385,25
409,26
451,27
374,28
377,31
418,4
363,5
358,6
375,11
1050,17
358,19
334,25
325,0
324,1
370,4
338,8
319,9
324,13
368,14
320,16
326,17
319,19
317,22
317,23
318,25
308,0
421,1
294,3
312,4
308,5
335,6
328,8
898,9
430,11
282,13
433,17
276,18
308,21
303,23
293,24
275,25
290,26
379,27
294,28
266,29
320,31
271,4
262,5
253,7
263,10
261,11
276,16
255,17
265,18
250,19
256,20
262,23
231,24
244,25
234,27
243,28
920,29
319,30
272,1
283,3
222,4
224,5
231,6
839,7
239,8
213,10
237,11
230,12
213,13
239,14
231,18
212,21
278,22
215,23
203,25
214,27
204,28
193,29
217,30
222,31
181,1
246,3
189,4
178,6
245,7
188,8
192,10
204,11
182,14
176,15
229,17
234,18
183,19
167,20
168,22
246,23
180,24
193,25
365,26
238,27
196,30
187,31
150,0
219,2
147,3
580,4
159,5
141,6
131,7
151,9
127,10
145,11
133,13
309,16
126,17
186,18
231,19
109,22
109,23
136,24
109,25
148,26
154,27
180,28
113,29
392,30
108,31
104,0
142,1
102,2
94,4
133,5
92,7
88,8
89,9
99,10
85,13
121,14
1529,15
91,17
105,18
85,19
80,20
76,21
445,22
79,23
74,24
88,25
94,28
102,29
408,30
66,31
86,0
80,1
127,3
53,4
72,5
69,6
60,7
45,9
74,10
68,11
44,12
68,13
54,14
54,16
37,17
69,18
61,19
56,20
111,21
33,22
38,23
84,24
83,25
79,26
35,27
66,28
64,29
30,30
21,0
47,1
26,2
1375,3
28,4
837,5
23,6
15,7
20,8
115,9
21,10
161,11
55,12
30,13
38,14
26,15
27,16
6,17
24,18
12,19
11,20
21,21
36,22
1,23
36,24
21,25
