seq_len,ch_idx
2048,13
1002,5
814,12
728,26
713,0
681,19
661,29
573,5
1278,7
548,23
901,17
459,30
445,4
453,7
423,13
415,24
372,31
454,1
368,2
405,4
367,6
359,9
354,10
353,13
364,17
385,22
331,24
309,25
349,29
289,0
294,1
304,5
331,14
373,16
271,19
265,20
280,21
247,22
277,24
318,25
242,27
219,29
221,30
407,31
235,2
216,3
518,4
355,5
201,6
205,7
187,8
177,10
180,15
186,17
737,18
163,19
167,20
161,22
141,23
157,24
146,26
152,27
151,28
389,30
165,31
156,0
153,1
147,3
136,5
144,8
143,9
188,10
113,11
228,12
134,13
105,14
105,15
91,17
128,19
130,20
88,22
317,23
75,25
84,26
79,27
74,28
175,29
86,30
68,0
739,1
105,2
79,3
68,6
57,7
88,8
64,9
54,10
71,11
127,12
64,13
61,14
54,15
261,16
134,17
128,18
59,19
42,20
37,21
23,23
85,24
93,25
57,26
27,27
34,28
34,29
28,30
39,31
37,0
61,1
31,2
21,3
43,4
21,5
25,6
229,7
16,8
21,9
13,10
