seq_len,ch_idx
739,28
424,25
405,0
342,22
310,1
303,1
282,21
278,31
250,10
235,12
225,29
222,0
209,3
211,4
201,13
209,17
193,22
180,7
174,21
179,20
179,8
171,16
156,30
157,0
165,10
163,14
163,25
158,8
167,14
155,18
163,20
158,27
152,15
152,26
149,28
156,16
151,28
142,23
142,2
138,3
144,18
139,26
143,7
147,8
144,18
130,30
134,11
128,20
129,21
127,31
129,10
132,14
129,16
136,20
137,16
129,24
121,4
124,18
114,30
121,12
128,23
122,5
110,0
114,3
114,23
108,27
113,29
113,6
111,13
110,14
109,15
115,16
114,21
99,8
102,9
108,10
99,11
94,14
98,19
113,23
98,24
98,27
104,2
109,3
119,11
101,16
103,17
104,18
105,20
102,24
100,26
105,27
107,28
100,29
101,1
104,6
97,13
97,15
99,17
91,30
89,2
93,3
94,8
89,10
96,16
92,19
90,29
90,7
87,8
88,9
102,11
88,12
88,14
88,15
82,18
82,19
86,24
80,25
77,27
80,30
85,2
83,3
87,5
80,7
80,8
78,17
109,20
82,22
86,26
83,27
86,28
78,5
77,7
77,8
78,13
80,14
85,15
95,22
81,23
85,26
85,30
93,3
79,14
83,18
65,21
68,25
70,29
69,30
73,4
72,6
76,8
83,11
68,12
69,13
75,14
75,16
74,17
74,18
70,25
74,26
64,28
71,30
69,0
72,1
68,4
75,6
73,14
71,16
67,18
78,20
71,21
78,22
71,24
67,25
72,26
70,27
66,28
76,29
73,31
77,1
73,2
71,3
75,4
62,9
58,12
58,13
65,16
58,20
64,21
68,26
63,27
60,30
65,31
61,0
62,4
61,6
69,8
59,12
63,13
62,15
61,17
57,18
60,23
63,24
60,26
62,27
65,29
60,30
58,31
58,2
66,4
62,5
63,6
63,7
66,13
59,15
56,19
54,27
49,0
46,4
49,5
48,11
53,15
49,16
48,17
49,19
55,20
51,21
52,22
52,25
50,2
53,9
50,10
58,13
50,15
57,20
48,21
54,22
56,23
54,26
50,28
48,29
50,31
48,3
52,5
50,6
49,8
53,10
51,11
46,13
45,14
43,15
40,16
41,18
39,19
37,20
38,24
43,26
38,29
38,3
42,4
41,5
45,6
54,16
43,17
40,18
37,19
41,20
43,24
43,26
41,28
39,31
42,0
44,2
38,3
42,4
41,5
39,6
40,7
40,9
40,10
35,11
39,12
40,15
44,16
45,17
41,18
40,20
36,23
43,26
41,29
33,31
27,0
33,1
34,2
26,3
32,4
28,7
35,8
29,9
33,10
28,11
35,12
36,13
40,14
33,15
37,16
33,18
31,19
29,20
39,22
29,23
28,24
28,26
29,27
31,28
35,0
31,1
35,2
29,3
43,5
27,7
31,8
26,9
33,10
28,11
30,12
27,14
38,16
35,17
27,18
29,20
27,22
35,23
36,24
34,26
28,28
28,30
30,31
35,0
28,1
33,2
30,3
31,5
30,6
34,7
28,8
35,10
31,12
27,13
34,14
28,16
34,17
37,18
31,20
33,21
39,24
27,25
29,26
26,27
28,28
22,30
21,31
29,0
28,1
21,2
28,3
24,4
22,5
20,6
24,7
23,8
19,9
25,10
26,12
19,13
22,14
20,15
18,16
25,18
20,19
29,21
19,22
20,23
23,24
20,25
21,26
16,27
20,28
19,30
20,0
18,2
21,4
20,5
25,9
19,11
16,12
21,13
21,14
24,16
31,18
26,19
20,20
20,21
22,22
18,23
18,24
28,25
27,27
22,28
17,29
19,30
16,31
22,0
18,2
16,4
19,6
17,9
23,11
30,12
26,13
20,14
20,15
23,16
23,17
13,18
14,19
21,20
7,21
14,22
6,23
11,24
7,25
10,26
8,27
11,28
12,29
9,30
15,31
14,0
7,1
14,2
8,3
11,4
12,5
9,6
14,7
12,8
8,9
6,10
11,11
7,12
10,13
7,14
15,15
35,16
11,17
16,18
8,19
11,20
16,21
8,22
14,23
12,24
8,25
13,26
8,27
11,28
11,29
13,30
10,31
13,0
12,1
8,2
16,3
12,4
19,5
14,6
26,7
8,8
9,9
11,10
8,11
5,12
10,13
13,14
9,15
12,16
11,17
8,18
13,19
12,20
13,21
6,22
12,23
18,24
10,25
11,26
15,27
22,28
10,29
18,30
13,31
11,0
14,1
13,2
15,3
9,4
12,5
10,6
18,7
10,8
