seq_len,ch_idx
507,28
448,5
405,24
297,14
285,5
243,10
226,4
220,17
211,10
208,29
203,19
188,22
197,7
182,16
182,25
178,21
172,21
161,7
172,18
157,25
164,31
161,13
156,25
159,31
152,10
148,14
152,10
150,19
157,22
158,24
145,22
146,24
139,8
152,10
145,1
144,12
146,17
146,28
132,30
130,1
135,15
133,26
133,30
132,9
131,11
123,18
122,28
132,22
122,24
119,27
121,30
115,8
119,10
120,16
121,31
121,1
112,22
110,24
112,25
114,31
112,3
116,8
106,20
113,25
113,0
109,2
107,8
112,10
113,17
110,27
111,4
112,9
100,12
104,20
112,25
113,26
100,1
101,6
103,16
101,19
102,22
104,29
102,31
97,6
102,7
102,11
100,13
99,18
107,19
103,22
101,11
93,17
89,20
89,22
100,26
95,28
89,29
93,30
89,1
88,5
91,6
85,7
90,8
95,14
92,21
91,23
93,25
95,30
91,31
92,4
98,5
90,11
90,13
83,14
82,24
81,2
79,3
83,8
76,17
84,21
84,25
78,26
80,29
81,0
79,3
81,7
83,8
81,9
78,10
79,13
83,14
85,23
70,1
64,4
75,5
68,6
73,8
71,14
69,15
71,16
71,19
77,20
73,21
71,22
69,28
75,29
71,2
71,11
76,17
85,18
71,19
71,22
77,23
71,24
66,26
65,29
70,0
85,1
75,3
70,4
69,5
71,6
83,8
71,11
72,13
77,16
72,18
77,22
71,24
60,27
60,31
62,0
58,1
57,4
65,5
56,6
57,9
58,12
67,14
57,17
61,18
59,19
62,22
60,24
66,28
56,29
61,31
73,0
63,1
61,3
61,4
60,5
58,9
67,11
62,12
64,14
66,16
59,17
57,18
59,19
58,20
61,21
58,22
59,23
62,26
60,29
65,30
61,31
62,0
64,1
64,2
58,3
62,4
59,6
64,7
61,11
66,13
50,16
57,17
50,19
54,20
50,23
55,27
54,30
68,0
50,1
50,3
52,5
50,8
52,9
53,11
50,12
47,13
57,14
52,15
51,17
49,18
52,21
56,22
51,23
46,24
52,26
51,30
53,1
67,4
54,6
44,7
55,8
48,9
52,10
47,13
50,15
48,20
51,21
49,22
51,23
51,24
40,27
39,28
38,30
39,0
45,4
41,6
38,9
48,10
42,11
37,14
42,15
42,16
42,17
38,18
39,19
44,22
38,25
42,26
39,27
44,28
43,29
46,1
43,2
38,3
42,7
41,8
42,9
42,11
41,13
43,14
48,15
36,17
39,19
41,22
50,23
42,29
42,30
42,31
50,1
37,2
37,5
44,7
41,8
43,10
32,11
30,18
30,19
38,20
29,21
31,22
31,23
29,24
55,25
30,26
32,27
30,28
42,29
39,30
27,31
30,1
33,4
27,5
27,8
34,9
34,10
28,11
31,12
29,14
29,15
38,16
34,17
33,18
36,19
33,22
32,26
35,28
38,29
31,30
30,31
31,0
32,3
30,5
29,6
27,7
33,8
32,9
28,10
37,12
33,13
31,14
33,15
35,16
32,17
30,18
35,19
20,21
20,22
17,23
20,24
18,26
21,27
24,28
20,29
24,30
23,0
26,1
20,2
22,3
20,4
21,6
22,8
19,9
17,10
25,11
23,14
26,15
21,16
23,17
25,19
20,20
16,21
21,22
23,23
26,24
20,25
35,26
18,27
16,28
17,29
24,30
20,31
30,0
17,1
21,2
19,3
27,4
26,5
21,6
17,8
23,9
19,12
29,13
19,14
20,15
21,18
21,19
22,21
25,22
21,23
25,24
28,27
18,28
19,29
23,30
18,31
19,0
20,1
25,2
17,4
19,5
24,6
22,8
26,11
25,12
20,13
21,14
21,15
23,17
19,18
8,19
13,20
15,21
15,22
9,23
14,24
12,25
7,26
10,27
13,28
11,29
24,30
15,31
12,0
19,1
8,2
10,3
21,4
23,5
10,6
10,7
9,8
8,9
13,10
9,11
8,12
12,13
14,14
15,15
13,16
10,17
18,18
7,19
7,20
8,21
6,22
18,23
10,24
13,25
11,26
11,27
13,28
10,29
8,30
8,31
8,0
16,1
22,2
5,3
12,4
7,5
11,6
12,7
10,8
12,9
12,10
8,11
11,12
18,13
13,14
17,15
14,16
15,17
11,18
8,19
8,20
15,21
12,22
15,23
22,24
17,25
9,26
9,27
19,28
9,29
10,30
16,31
7,0
17,1
13,2
14,3
11,4
12,5
12,6
11,7
10,8
