seq_len,ch_idx
508,28
340,23
333,11
313,6
295,30
307,4
291,24
250,15
210,13
186,26
179,21
177,24
172,9
180,16
158,31
162,2
165,3
159,8
166,9
159,20
155,2
148,0
142,27
143,31
142,31
140,2
139,10
140,12
127,20
133,16
131,18
135,21
130,22
135,14
119,29
119,8
121,11
117,17
120,20
119,21
121,26
120,31
120,1
118,6
109,25
113,26
110,1
108,2
118,16
111,20
109,27
111,28
108,2
100,9
112,21
94,29
104,30
114,0
101,3
102,12
103,13
109,14
122,15
104,22
107,27
105,28
97,29
89,4
90,5
86,11
91,12
98,13
91,14
91,18
89,19
88,23
93,24
89,27
89,28
85,30
94,1
89,3
90,7
93,8
89,9
89,10
89,11
91,14
87,16
90,24
94,29
80,0
78,1
79,3
78,20
86,21
83,26
76,3
79,8
78,14
87,16
81,17
80,21
69,22
66,23
72,24
72,28
72,29
76,0
75,2
77,5
72,7
67,9
68,11
68,12
68,19
84,21
75,27
70,30
74,31
68,5
67,6
70,7
79,9
71,12
74,13
73,14
70,19
58,27
60,30
58,0
66,1
61,2
57,3
77,7
61,8
61,13
67,15
64,17
72,18
61,20
60,24
60,25
62,27
61,31
62,2
65,5
58,6
59,11
58,12
62,15
70,16
58,17
59,18
52,20
57,24
50,25
50,26
52,27
47,28
50,1
49,2
49,3
52,4
54,5
44,7
54,8
48,11
48,13
51,14
61,15
54,21
48,23
54,28
46,29
49,31
46,1
49,3
53,6
49,7
48,11
52,13
51,15
49,16
50,17
46,19
53,20
49,23
54,24
47,25
55,27
55,1
51,2
55,3
56,4
55,5
48,8
47,10
39,14
49,15
49,20
51,21
39,23
37,24
42,25
43,29
38,30
43,7
45,8
43,9
38,10
42,13
42,15
38,17
39,19
46,20
36,23
54,24
42,26
43,28
42,29
42,30
29,31
30,2
28,3
29,5
28,6
41,8
28,9
32,11
28,13
34,16
34,17
26,18
36,19
35,20
28,21
38,22
35,24
32,26
29,27
33,28
36,3
29,5
32,7
28,8
31,9
29,11
29,12
28,14
31,15
26,16
30,17
31,18
34,19
32,21
33,24
29,25
42,26
25,28
37,31
43,1
34,4
30,5
29,6
25,7
16,9
18,10
20,12
17,13
28,14
22,15
20,16
18,17
24,18
21,19
17,20
41,21
24,22
20,23
22,24
19,26
21,27
23,28
17,29
19,30
18,0
17,2
22,3
21,4
27,5
19,8
19,10
18,11
34,12
26,15
34,18
28,20
23,21
22,22
29,23
32,24
19,25
18,26
21,27
33,29
17,30
19,31
23,1
20,3
20,4
10,5
10,6
8,7
19,8
15,9
8,10
8,11
15,12
21,13
11,14
6,15
10,16
10,17
10,18
16,19
10,20
16,21
10,22
9,23
6,24
13,25
10,26
8,27
10,28
11,29
17,30
14,31
9,0
8,1
8,2
8,3
10,4
12,5
7,6
21,7
9,8
7,9
8,10
19,11
7,12
9,13
11,14
10,15
22,16
17,17
15,18
14,19
15,20
10,21
10,22
7,23
16,24
9,25
9,26
11,27
13,28
14,29
15,30
13,31
11,0
15,1
10,2
20,3
11,4
9,5
8,6
8,7
10,8
11,9
14,10
6,11
12,12
11,13
