seq_len,ch_idx
431,20
318,13
267,31
270,25
242,9
232,23
222,2
221,3
200,30
192,30
197,17
179,19
175,17
195,22
177,9
167,10
171,11
168,29
166,17
159,3
157,8
152,2
150,26
139,1
147,8
138,5
142,6
139,7
142,19
128,7
132,20
131,3
130,5
128,11
138,17
130,1
124,8
118,9
122,16
118,31
125,3
121,15
122,17
121,22
122,25
106,0
108,2
111,4
115,6
119,11
110,15
110,20
111,4
108,5
115,8
108,12
112,15
110,21
109,29
107,30
100,2
99,4
99,8
98,9
102,15
101,17
99,18
98,25
103,31
101,1
103,24
101,26
108,28
88,10
97,20
89,21
90,25
95,26
96,28
88,5
87,7
92,10
93,14
86,21
89,22
81,29
84,0
88,1
86,4
83,13
84,20
79,25
81,26
81,30
82,0
79,1
81,2
83,9
78,13
83,16
82,17
85,21
73,25
72,26
74,27
68,28
80,2
69,6
74,8
72,13
66,22
68,23
72,25
76,26
68,27
70,28
70,31
70,4
71,5
72,8
73,10
74,12
76,13
72,15
71,18
69,19
72,20
61,23
57,24
57,25
61,26
59,27
59,28
62,29
59,2
64,3
60,4
57,5
64,7
61,12
66,13
68,22
61,24
59,28
62,31
62,4
63,9
60,11
62,14
65,16
60,19
48,21
53,22
53,23
55,24
50,26
55,28
62,0
54,2
51,3
50,4
47,5
47,6
48,9
50,10
50,11
49,12
48,17
55,19
49,20
50,24
49,27
53,29
51,2
54,3
47,5
52,13
55,15
47,16
49,19
44,22
48,24
41,26
40,27
43,28
39,31
45,1
42,3
43,4
38,7
37,11
43,12
40,13
37,14
44,16
38,19
39,21
36,22
37,23
48,24
48,25
45,26
40,27
41,28
41,30
41,0
43,4
39,5
38,8
36,9
45,10
38,11
43,13
45,14
42,18
45,19
41,20
46,21
40,22
51,23
31,25
33,26
32,27
31,28
27,30
29,31
30,1
33,2
37,3
32,5
47,9
34,11
31,12
36,13
33,15
43,16
32,17
34,19
31,20
29,21
32,22
29,23
30,24
29,26
31,31
29,0
37,2
31,5
33,6
27,7
34,9
34,11
30,12
30,14
27,15
31,16
30,17
32,20
31,21
34,22
30,23
36,24
29,25
19,26
20,27
23,28
31,29
30,30
19,31
15,0
18,1
21,2
18,3
17,5
23,6
29,7
19,9
22,11
24,12
23,13
20,14
17,15
20,16
25,17
25,18
19,19
19,20
17,21
17,22
22,23
28,24
17,25
23,29
25,30
19,31
16,0
29,1
23,2
22,3
19,4
36,5
16,6
22,8
20,9
19,10
32,11
20,12
26,15
9,16
10,17
4,18
8,19
17,20
12,21
11,22
13,23
9,24
12,25
10,26
9,27
11,28
10,29
9,30
19,31
9,0
9,1
15,2
12,3
15,4
12,5
14,6
11,7
11,8
14,9
18,10
6,11
10,12
14,13
12,14
7,15
12,16
10,17
20,18
8,19
16,20
6,21
9,22
12,23
12,24
13,25
11,26
11,27
8,28
11,29
9,30
9,31
8,0
12,1
6,2
13,3
15,4
24,5
14,6
16,7
14,8
13,9
8,10
17,11
12,12
8,13
8,14
8,15
14,16
10,17
20,18
11,19
12,20
7,21
9,22
10,23
12,24
14,25
14,26
20,27
