seq_len,ch_idx
225,26
215,9
175,4
169,10
170,21
153,11
138,0
142,10
132,19
128,29
137,31
132,7
116,14
124,16
124,21
120,0
108,9
117,11
109,12
108,15
100,20
99,31
100,2
98,4
99,5
88,9
102,11
91,12
90,21
79,1
78,5
82,7
78,9
79,10
77,13
80,16
79,21
83,22
72,25
75,7
74,9
67,10
66,11
69,13
69,17
60,22
62,23
60,24
74,26
58,27
60,28
65,30
62,1
61,4
59,7
62,8
49,9
50,10
50,12
54,13
48,16
57,21
52,22
54,24
57,25
55,27
55,28
45,29
37,30
42,31
39,0
41,1
40,2
40,4
40,6
41,8
38,9
45,10
42,11
52,13
39,15
39,16
41,17
32,20
34,21
29,22
29,23
29,24
27,26
30,29
33,30
30,31
32,0
31,1
39,3
30,6
27,7
37,9
27,10
20,14
18,15
23,16
32,17
20,18
22,19
19,20
18,21
18,22
20,23
25,24
22,25
18,26
16,27
13,28
11,29
7,30
10,31
12,0
19,1
8,2
9,3
9,4
10,5
9,6
24,7
15,8
10,9
11,10
