seq_len,ch_idx
2048,20
2048,15
2048,12
883,1
765,14
763,30
2048,6
729,31
724,10
748,19
703,6
680,12
660,4
651,24
634,11
676,27
628,19
614,25
661,4
588,11
869,21
612,8
1597,13
568,2
645,29
543,3
546,16
813,12
523,4
930,3
513,8
580,25
518,23
587,22
520,22
512,22
554,5
471,26
481,0
577,5
540,10
467,5
457,28
1838,1
613,29
569,24
495,19
441,19
604,7
437,31
447,26
426,12
485,26
475,9
428,27
420,30
418,20
486,29
449,29
483,29
440,11
405,6
398,30
395,6
387,12
380,28
373,7
444,17
437,30
376,19
371,17
363,24
362,23
361,30
1051,8
380,0
372,11
368,19
354,6
438,14
401,13
390,8
380,13
376,10
367,16
352,13
352,28
351,14
348,5
415,12
359,4
348,28
341,7
336,17
547,1
414,24
347,7
333,31
333,24
327,26
378,10
376,31
324,7
318,31
317,27
314,16
435,15
340,15
301,9
412,2
396,5
1452,17
332,17
327,16
315,3
291,11
289,8
281,17
300,5
285,18
285,14
284,5
271,3
314,28
305,0
270,18
268,20
261,17
454,18
281,18
278,23
263,15
261,28
261,18
258,23
251,11
269,5
260,20
256,5
254,23
250,5
249,28
249,7
871,2
503,31
292,11
267,0
242,31
233,5
503,2
266,31
249,1
248,6
237,21
236,23
232,2
230,31
227,7
223,6
221,12
297,2
246,0
235,24
228,27
224,13
220,2
217,0
244,15
225,19
223,11
223,15
221,19
218,22
210,15
207,19
205,22
201,11
234,22
206,22
203,22
202,26
202,30
202,19
195,26
195,4
194,23
224,1
211,16
196,21
194,1
182,0
180,11
180,0
949,21
202,21
193,4
189,21
180,4
175,9
172,21
164,0
951,25
535,25
270,25
253,30
200,25
194,30
192,3
171,8
169,10
164,14
164,17
162,30
160,26
158,5
158,10
156,14
155,17
154,16
152,2
542,3
323,1
202,0
189,3
177,14
172,27
152,16
146,7
358,18
233,13
173,18
152,7
151,28
138,0
1415,19
475,16
468,27
211,10
184,28
181,24
180,31
168,13
167,29
154,0
141,23
138,10
135,16
133,27
133,26
129,21
129,24
121,31
159,9
147,2
135,13
130,20
129,25
129,21
124,7
122,10
116,27
116,30
115,9
112,2
164,24
155,20
142,27
121,24
116,8
113,13
109,0
105,27
104,7
102,30
485,28
273,6
159,8
151,22
102,28
99,14
97,20
773,16
290,4
118,17
108,25
105,27
99,24
96,9
96,3
89,26
82,17
81,4
552,29
122,1
86,26
83,9
78,18
75,4
71,5
157,30
109,13
91,15
82,10
81,24
78,26
76,30
73,13
72,28
62,18
696,10
182,20
84,1
74,6
70,7
69,9
67,14
67,3
59,20
57,16
154,15
74,29
67,4
58,15
54,29
53,4
52,18
50,15
670,9
106,14
96,14
63,23
55,7
51,26
49,9
48,23
44,3
43,10
42,2
38,22
37,20
36,6
36,14
35,7
276,23
133,21
91,9
78,27
71,26
66,23
52,18
47,16
47,2
47,21
39,20
34,11
34,8
29,17
24,9
21,26
170,28
103,31
88,9
59,0
49,3
43,28
29,8
28,22
24,25
21,31
20,9
15,26
2048,18
266,29
171,14
71,23
43,12
41,22
24,27
23,21
13,25
12,11
9,29
7,23
2,12
