seq_len,ch_idx
2048,2
2048,2
938,31
905,0
835,16
803,5
790,1
778,12
1206,29
812,18
942,5
744,16
717,0
701,4
957,12
1218,19
678,9
641,25
1064,31
642,2
855,0
652,28
632,11
621,18
616,23
812,6
609,10
574,22
593,29
753,2
579,5
718,15
750,19
680,22
597,23
589,26
966,31
545,11
572,24
536,1
1435,3
1575,7
527,25
525,28
533,30
685,1
529,4
511,5
516,6
514,13
1103,14
546,22
494,31
535,5
505,10
520,11
499,13
494,19
858,25
485,30
493,4
541,6
649,23
559,0
534,3
475,8
466,21
470,22
446,23
511,29
438,2
461,4
477,10
442,11
424,24
505,2
448,9
433,15
508,24
592,26
429,27
2048,30
451,0
415,5
485,9
530,14
586,15
440,18
395,21
381,28
441,31
396,2
385,3
412,4
387,6
390,12
372,13
392,22
384,23
389,24
367,25
372,26
368,29
370,0
391,2
374,3
365,4
363,7
368,11
351,13
363,15
366,16
364,18
355,25
348,26
359,30
345,31
379,0
370,9
466,10
591,11
348,19
385,21
341,22
345,23
340,24
342,25
703,26
423,27
657,28
327,30
360,31
429,1
369,2
336,6
381,8
329,10
326,11
316,12
374,13
313,14
316,15
316,20
320,21
492,25
311,30
418,31
306,2
317,4
291,11
332,15
303,27
626,28
288,30
460,31
290,2
287,3
306,4
299,6
291,7
449,9
288,10
286,11
293,12
288,17
278,18
306,19
289,24
281,25
287,27
286,28
337,0
282,2
276,3
281,5
273,9
277,11
430,15
315,17
308,19
274,21
264,22
257,23
273,24
282,25
266,27
263,31
271,0
261,1
522,7
262,9
282,10
295,11
295,12
2048,14
262,15
252,17
236,21
264,22
404,25
287,27
238,29
365,30
528,1
237,2
244,4
221,5
434,7
229,8
230,10
332,12
234,13
487,15
220,16
214,18
259,20
222,21
221,22
290,24
223,25
313,27
248,0
209,2
209,3
213,7
241,9
211,14
350,15
769,18
384,19
226,20
197,21
322,23
220,24
196,26
205,27
372,28
198,30
202,31
234,3
205,4
230,5
191,7
196,8
186,13
196,15
193,18
189,19
1586,20
173,21
173,22
182,26
205,27
218,28
184,29
215,6
1457,9
198,10
164,11
642,12
183,15
193,17
161,18
187,19
161,20
167,21
208,22
182,23
180,24
192,25
166,26
212,29
173,31
159,0
173,1
165,2
166,3
175,4
165,5
169,6
510,7
159,8
158,9
291,11
151,12
173,13
333,14
181,16
161,17
176,18
144,20
151,21
222,23
176,24
144,25
144,26
155,27
159,29
138,30
177,31
132,1
146,2
132,3
182,4
134,5
131,6
131,7
933,8
145,9
154,10
169,11
142,12
172,13
155,14
151,15
404,16
145,17
135,18
121,20
475,21
125,22
154,23
128,24
154,25
132,26
119,27
162,29
152,30
205,0
205,1
126,2
139,3
144,4
166,5
102,7
105,8
181,9
123,10
270,11
136,12
110,13
134,14
109,15
249,17
108,18
101,19
115,20
120,21
122,22
336,23
109,24
131,25
299,26
185,27
643,28
92,29
96,31
100,0
121,1
174,2
178,3
173,4
203,5
105,6
116,7
112,8
113,9
131,10
184,11
126,13
105,14
404,15
98,16
175,17
143,20
304,21
141,22
87,23
148,24
86,25
95,26
114,27
76,28
148,29
125,30
71,31
97,0
88,1
78,2
98,3
79,4
121,5
90,6
99,8
87,10
77,11
121,12
186,13
131,14
2048,16
81,17
71,18
69,19
103,21
71,22
763,23
64,24
65,26
81,27
72,28
69,29
66,30
62,31
88,0
66,1
74,2
68,3
71,4
63,5
58,6
66,7
68,8
87,9
66,10
57,11
59,12
64,13
58,14
73,15
171,16
48,17
50,18
44,19
60,20
53,21
48,22
78,23
60,24
51,25
48,26
44,27
48,28
78,29
43,30
39,31
48,0
61,1
49,2
34,3
70,4
38,5
35,6
337,7
69,8
69,9
84,10
73,11
31,12
39,13
537,14
41,15
39,16
28,17
31,18
29,19
41,20
31,21
34,22
23,23
33,24
32,25
90,26
21,27
45,28
24,29
61,30
27,31
33,0
34,1
29,2
16,3
44,4
51,5
22,6
32,7
20,8
33,9
22,10
19,11
27,12
37,13
31,14
36,15
26,16
19,17
22,18
21,19
7,20
21,21
159,22
44,23
10,24
31,25
13,26
57,27
12,28
19,29
8,30
661,31
16,0
7,1
7,2
