seq_len,ch_idx
1603,2
2048,2
858,5
856,8
1430,17
790,10
797,16
801,25
782,27
780,30
813,2
748,11
736,26
717,4
726,12
755,26
743,31
774,4
689,7
641,24
765,19
639,28
650,6
1272,11
614,21
615,16
610,6
575,10
581,21
603,23
557,7
554,22
561,25
605,5
566,7
559,8
552,12
595,17
594,22
529,3
537,13
521,30
523,4
548,10
503,23
690,7
476,31
516,8
515,10
578,12
464,14
525,21
471,29
468,0
443,5
460,11
463,12
441,22
427,24
438,31
456,4
778,8
430,14
437,22
525,25
434,27
411,31
405,0
420,1
401,13
401,15
406,18
1117,21
395,22
404,25
558,30
405,5
396,6
385,8
412,15
374,20
385,24
477,30
382,3
455,5
463,15
2048,18
423,20
363,25
358,27
368,29
366,30
485,0
387,1
354,3
358,6
379,8
357,11
356,13
373,18
436,19
426,25
341,28
1009,0
337,4
358,7
331,8
333,9
327,10
335,12
333,15
335,16
574,17
362,19
351,23
2048,24
314,28
312,1
2048,3
314,6
317,8
320,13
319,15
356,16
328,18
309,20
326,21
319,22
302,23
324,25
314,29
380,31
310,0
303,5
297,6
315,8
322,10
302,11
299,12
302,18
1432,20
298,23
292,25
282,28
299,30
290,1
306,4
342,7
282,9
384,10
350,11
278,12
286,19
1579,21
273,22
290,23
264,25
706,29
2048,0
263,3
270,4
262,7
263,8
301,14
255,15
251,16
290,17
312,18
260,19
257,20
306,21
636,23
241,24
252,25
1304,27
273,28
247,30
247,31
249,1
254,2
249,3
442,5
305,6
254,7
245,8
247,9
2048,10
241,11
236,13
244,16
261,17
284,19
267,21
234,22
222,24
228,25
243,26
230,28
281,30
228,31
252,0
720,2
212,4
216,5
216,9
214,11
1064,13
848,15
221,17
210,20
201,22
302,24
215,25
216,27
213,28
211,29
217,0
201,4
235,6
246,8
212,9
311,10
223,11
205,14
202,15
200,16
262,18
191,19
234,20
199,21
242,22
201,23
277,24
202,25
195,27
287,28
192,29
187,30
189,31
181,0
198,1
206,2
189,4
188,5
181,7
203,8
184,10
179,11
457,12
190,13
185,15
175,16
718,19
205,21
180,22
176,23
185,24
181,25
177,27
168,29
184,30
169,31
195,0
221,1
213,2
256,3
298,4
179,5
156,6
162,7
178,9
207,13
151,14
157,15
151,19
151,20
690,21
158,22
159,23
161,24
141,25
146,27
151,28
158,30
564,31
351,0
142,2
157,4
170,6
153,9
148,10
148,11
159,12
179,14
187,15
147,16
140,17
133,18
149,20
144,22
146,23
2048,24
186,25
1265,26
132,27
200,29
142,30
129,31
355,0
156,1
133,2
164,4
1260,5
131,6
170,7
126,8
140,9
148,10
165,11
169,12
139,13
181,14
124,15
120,16
123,17
152,18
112,19
184,21
264,22
125,23
133,24
466,25
138,26
130,27
152,28
122,29
151,30
124,31
125,0
235,1
110,2
112,4
126,6
139,7
121,8
110,10
132,11
106,13
131,14
122,15
164,16
121,18
99,19
109,20
109,21
102,22
116,23
255,24
100,25
117,26
124,27
96,28
105,29
109,30
109,31
105,0
103,2
103,3
134,4
115,5
312,6
96,8
90,9
109,10
98,11
103,12
947,13
243,14
83,15
140,17
106,18
88,20
80,21
74,22
81,23
101,24
87,25
81,26
83,27
532,28
93,29
85,30
84,31
159,1
253,2
180,3
87,4
79,5
374,6
140,7
75,8
84,9
67,10
71,11
81,12
71,13
70,14
218,15
73,17
77,18
250,19
223,20
69,21
180,22
97,23
69,24
907,25
89,26
2048,27
365,28
98,29
57,30
466,31
189,1
119,2
71,3
63,5
58,6
52,7
66,8
60,9
134,10
45,11
48,12
45,13
49,14
47,15
50,16
50,17
100,18
44,19
52,20
250,21
51,22
53,23
72,24
46,25
54,26
54,27
71,28
31,29
39,30
36,31
44,0
36,1
44,2
935,3
47,4
36,5
40,6
1075,7
48,8
73,9
54,10
43,11
49,12
33,13
124,14
43,15
28,16
36,17
49,18
390,19
31,20
48,21
81,22
25,23
34,24
27,25
38,26
30,27
25,28
15,29
33,30
23,31
18,0
185,1
33,2
26,3
29,4
11,5
16,6
48,7
16,8
65,9
62,10
15,11
9,12
14,13
603,14
354,15
77,16
80,17
46,18
21,19
59,20
18,21
46,22
14,23
12,24
10,25
26,26
