seq_len,ch_idx
2048,24
1434,19
1088,31
770,25
701,0
678,15
645,23
657,4
612,11
1278,13
708,25
583,28
607,29
592,30
771,1
569,7
551,11
551,13
604,19
534,22
500,1
475,3
492,6
500,9
450,17
1545,19
469,21
471,0
399,7
401,18
399,20
394,21
374,23
397,26
370,0
353,1
389,3
336,5
380,7
566,8
315,15
320,17
305,18
336,24
302,26
298,31
279,1
357,3
312,4
1276,5
277,6
263,9
284,11
307,12
256,13
252,14
258,15
254,18
268,19
856,21
252,24
257,25
262,26
250,27
238,29
542,30
232,31
245,1
249,3
261,4
216,5
197,6
216,8
208,9
212,10
173,11
176,13
179,14
168,18
178,22
147,24
180,25
156,26
157,28
132,29
168,30
119,0
142,1
110,2
121,3
117,4
106,5
2048,6
107,7
95,8
249,9
106,10
469,11
112,13
92,14
113,15
169,17
93,18
160,19
74,20
109,21
67,22
134,23
88,24
73,25
73,26
66,27
57,28
54,29
70,30
48,31
36,0
31,1
32,2
28,3
30,4
27,5
43,6
60,7
619,8
41,9
29,10
6,11
