seq_len,ch_idx
2048,24
1934,19
1588,31
969,21
763,9
761,4
678,22
680,25
657,28
612,13
573,26
566,27
541,9
501,18
468,27
461,30
469,0
452,6
475,8
430,12
431,14
445,15
420,16
423,21
403,22
396,24
395,31
377,2
434,6
356,9
392,11
357,12
331,14
333,21
326,22
624,30
291,1
341,3
292,4
301,6
296,7
278,8
326,13
394,14
269,16
260,18
442,19
244,24
559,27
229,28
232,29
246,31
837,0
224,2
220,3
215,4
217,5
215,7
209,9
197,10
293,12
226,16
191,17
217,18
171,22
158,23
257,24
200,25
133,28
152,29
148,30
129,31
134,0
126,2
440,3
116,4
114,5
131,6
131,7
414,8
106,9
316,10
120,11
99,12
107,13
112,14
97,15
92,16
90,17
81,18
91,19
117,20
115,21
88,22
83,23
96,24
92,25
75,26
75,27
79,28
690,29
70,30
222,31
64,0
88,1
58,2
67,3
89,4
66,5
69,6
52,7
47,8
45,9
45,10
41,11
64,12
46,13
45,14
37,15
75,16
13,17
26,18
5,19
8,20
32,21
55,22
23,23
12,24
