seq_len,ch_idx
1204,24
888,2
1591,27
817,7
747,12
730,14
737,16
756,29
767,6
662,16
688,20
676,24
617,13
592,22
808,2
629,4
539,12
1056,19
548,25
614,31
507,7
456,20
881,23
480,26
430,29
425,0
425,5
451,8
393,26
368,31
2048,0
357,1
324,5
326,7
413,9
344,10
337,11
354,15
320,17
363,20
285,21
292,22
280,23
315,24
288,25
278,27
289,28
452,0
257,1
251,3
496,4
240,5
276,7
239,10
243,11
209,15
191,16
238,17
298,20
193,21
207,22
222,23
190,24
202,25
191,26
185,29
182,31
155,2
152,3
175,4
207,5
167,6
166,7
178,9
166,10
135,11
150,12
477,14
125,15
178,16
135,17
150,18
173,19
126,20
128,21
125,22
145,23
530,24
121,25
126,26
110,27
1131,28
124,29
97,30
97,31
94,0
109,2
86,3
73,4
1053,5
97,6
62,7
59,9
85,11
118,12
56,13
69,14
921,16
47,17
46,18
56,19
44,20
50,21
36,22
2048,23
46,24
31,25
51,26
45,27
27,28
26,29
240,30
230,31
85,0
100,1
16,2
1,3
13,4
