seq_len,ch_idx
457,4
315,5
311,20
262,31
250,25
246,8
229,12
207,12
203,18
202,1
201,8
196,23
196,24
187,26
184,24
184,6
182,26
181,30
179,31
177,14
173,18
171,0
168,31
163,13
163,18
162,17
161,30
158,7
153,10
152,23
148,29
144,27
144,7
143,0
141,0
140,27
137,8
137,5
132,0
132,27
131,28
130,12
130,16
130,15
129,29
129,18
129,11
128,23
126,4
131,17
128,17
128,29
127,17
126,21
125,26
123,13
122,14
122,18
122,28
122,1
122,10
121,19
121,22
121,7
120,15
123,0
121,3
118,20
116,14
115,11
115,15
114,20
114,7
113,27
112,15
112,12
111,13
111,22
111,9
110,0
109,6
109,3
109,28
108,22
108,1
109,3
108,3
107,21
107,13
106,29
106,28
104,9
104,20
102,22
102,12
101,18
99,26
99,15
99,9
98,13
97,20
96,8
98,4
95,12
94,21
94,23
93,8
93,25
92,3
92,27
91,16
91,12
91,26
91,19
91,9
91,20
90,29
90,11
90,18
89,12
87,7
87,24
116,8
85,0
85,1
84,2
84,7
83,16
83,9
83,24
82,27
81,5
81,21
81,22
81,14
81,20
81,24
81,25
81,17
80,11
79,3
78,5
78,21
78,22
78,30
77,7
87,10
82,30
80,10
79,14
78,6
77,30
76,26
76,27
75,6
75,30
74,17
73,24
73,10
72,20
72,14
72,17
71,0
71,29
71,13
71,26
71,12
71,16
71,1
70,10
70,27
70,9
70,11
70,28
69,0
69,8
69,29
69,13
69,3
69,12
68,16
65,24
64,25
83,4
74,2
71,17
69,30
69,27
68,17
67,18
66,2
65,11
65,12
64,16
64,21
64,22
63,18
63,5
63,27
62,17
62,11
62,12
62,3
61,16
61,22
61,29
61,7
61,8
61,18
61,4
61,5
60,2
60,30
60,27
60,10
60,11
60,14
60,20
59,3
59,1
59,15
59,22
59,23
58,29
58,28
56,4
68,10
58,9
56,4
55,31
53,16
53,30
53,14
52,29
52,4
52,24
52,3
51,20
51,22
51,8
51,31
51,25
51,2
51,10
50,9
50,16
50,7
50,29
50,4
50,12
49,24
49,0
48,18
48,15
47,31
46,5
45,25
47,1
46,16
46,21
46,30
45,27
45,10
44,9
43,16
43,30
43,14
43,27
43,17
43,22
43,15
42,28
42,25
42,10
42,2
42,19
42,21
42,30
42,27
42,29
42,26
41,11
41,22
41,4
41,20
41,23
41,8
41,28
41,18
41,13
40,10
40,3
40,2
39,1
39,21
39,30
39,14
39,27
38,11
38,4
38,8
38,15
37,12
37,5
37,18
35,13
34,25
53,19
42,19
39,2
37,6
35,26
34,23
34,0
34,31
34,2
33,10
33,1
33,13
33,7
32,26
32,23
32,25
32,0
32,5
32,8
32,31
32,10
32,3
32,1
31,7
31,19
31,21
31,29
31,17
31,28
31,23
31,25
30,20
30,5
30,15
30,24
30,8
29,10
29,16
29,9
29,3
28,27
28,19
28,21
28,26
28,29
28,30
28,17
28,28
28,23
28,25
28,11
27,0
27,20
27,15
27,24
26,4
26,18
30,2
29,16
28,9
28,1
27,23
27,7
26,14
26,5
25,31
25,2
25,16
25,19
25,9
25,1
25,23
24,28
24,7
24,26
23,6
23,14
23,5
23,24
23,2
23,16
23,19
23,25
23,1
22,23
22,28
22,22
22,17
22,26
22,30
21,6
21,21
21,24
21,15
21,20
20,4
20,31
20,2
20,19
19,9
19,10
19,25
19,1
19,23
19,28
19,22
19,3
19,7
18,17
18,26
18,30
18,6
18,11
18,13
18,14
18,21
18,5
17,24
17,8
17,15
17,20
16,31
15,18
15,12
34,6
24,6
22,19
22,6
21,19
19,6
19,31
18,13
18,19
17,6
17,11
17,31
17,13
16,19
16,2
16,6
15,21
15,25
14,9
14,28
14,11
13,15
13,5
13,14
13,31
12,13
12,4
12,0
12,19
12,2
12,6
12,21
12,25
12,9
12,23
11,28
11,11
11,1
11,15
11,5
11,14
11,3
11,22
11,31
10,7
10,24
10,13
10,26
10,29
10,4
10,8
10,0
10,19
10,2
10,6
10,21
9,25
9,9
9,16
9,23
9,28
9,11
9,1
8,15
8,5
8,14
8,3
8,22
8,31
8,7
8,24
7,13
7,26
7,29
7,17
7,4
7,8
7,20
7,0
7,18
6,12
