seq_len,ch_idx
1034,20
930,15
838,16
2048,24
713,4
688,15
664,18
709,11
685,12
633,16
596,26
619,9
538,15
526,26
592,16
442,28
413,1
384,13
373,16
375,19
376,22
416,24
688,25
509,31
364,1
343,8
324,9
334,10
2048,13
305,15
306,16
294,18
296,19
292,20
290,22
291,25
284,27
513,29
261,0
254,5
270,6
253,7
258,11
231,12
277,13
256,15
224,16
241,17
214,19
227,21
216,22
263,23
646,24
201,26
203,27
220,28
194,29
188,30
191,31
175,0
186,1
172,2
174,3
273,4
340,6
270,7
164,8
163,10
2048,11
153,12
164,13
159,14
973,15
146,16
154,17
144,18
315,19
146,20
131,21
127,24
124,25
131,26
126,30
145,31
119,0
113,1
135,2
110,3
186,4
156,5
111,6
103,7
107,8
108,9
98,12
116,13
147,14
236,15
89,16
147,17
90,19
94,20
91,22
74,23
64,26
71,27
54,28
57,29
64,31
59,0
61,1
65,2
56,3
48,4
122,5
306,6
35,7
35,8
42,9
79,10
37,12
28,13
20,14
21,15
33,16
43,17
2,18
1,19
