seq_len,ch_idx
883,19
353,31
285,31
271,25
227,18
216,26
213,23
207,24
208,16
202,20
194,23
196,6
182,10
176,12
170,10
159,22
158,31
162,18
149,6
151,21
154,7
149,8
140,6
142,9
137,14
145,20
148,31
143,0
136,7
144,16
127,24
135,27
129,11
132,14
126,17
129,20
131,26
138,29
137,10
130,13
133,20
126,2
119,10
121,12
123,28
122,30
119,31
124,8
123,9
123,10
119,21
121,22
118,24
133,31
114,5
107,6
107,13
113,15
108,29
112,10
112,11
109,16
112,30
116,31
105,2
100,4
96,8
105,9
103,24
107,25
101,27
103,31
102,11
106,13
103,18
102,19
101,21
99,25
108,29
108,30
98,1
97,4
93,7
96,14
91,19
89,22
101,23
92,26
93,27
88,28
93,30
92,3
97,4
89,15
96,24
89,26
89,28
82,7
77,11
87,13
83,17
84,20
84,21
85,22
85,28
82,31
81,0
81,1
78,3
84,9
83,12
79,17
77,18
79,21
77,28
78,31
67,1
73,2
72,4
72,10
72,11
78,15
74,17
72,24
74,25
71,28
70,30
72,0
73,2
76,3
75,4
72,5
70,8
73,9
70,10
70,17
70,19
72,27
69,29
64,30
69,0
61,2
57,3
61,4
62,12
63,14
61,15
61,17
71,19
60,21
61,22
58,23
63,0
61,3
63,5
67,6
61,9
61,12
59,14
64,17
65,18
59,19
56,20
51,26
49,28
51,31
48,3
52,6
47,9
47,10
51,15
58,16
47,17
51,18
53,19
49,21
57,24
48,27
49,29
51,31
52,0
49,1
55,3
52,4
48,5
53,7
47,8
53,9
48,10
54,11
48,13
54,14
41,20
44,21
40,22
51,23
39,24
38,26
37,28
44,31
43,1
42,2
45,3
40,6
39,7
40,8
40,9
47,10
41,11
49,14
40,16
38,23
39,26
46,27
38,31
44,3
43,6
45,9
36,11
42,12
38,14
34,19
32,21
28,22
32,23
29,24
33,27
34,28
34,29
32,30
25,31
36,0
29,3
31,5
29,8
34,10
30,11
33,20
32,21
42,22
33,24
31,25
29,27
33,28
27,30
33,31
33,0
30,1
33,4
28,5
32,6
30,7
26,9
31,10
31,11
30,13
35,15
33,17
31,18
18,19
23,21
21,23
21,24
21,25
19,26
25,27
17,28
19,29
24,30
23,31
19,0
19,1
24,3
28,4
19,5
20,7
20,8
19,9
33,11
20,12
20,13
27,14
21,15
21,16
21,17
24,18
21,19
26,20
19,21
26,22
26,23
22,24
22,25
22,26
17,27
21,28
18,29
28,30
23,31
19,1
22,2
21,3
19,4
22,5
19,6
33,7
32,10
18,11
23,12
23,13
39,14
20,15
16,16
19,19
26,20
20,22
22,23
22,24
22,25
19,26
20,27
11,28
11,29
12,30
13,31
21,0
21,1
10,2
12,3
21,4
9,5
19,6
13,7
17,8
8,9
8,10
17,11
22,12
20,13
6,14
18,15
12,16
14,17
15,18
7,19
8,20
9,21
8,22
12,23
23,24
9,25
9,26
11,27
9,28
6,29
10,30
12,31
11,0
8,1
6,2
16,3
9,4
11,5
13,6
9,7
11,8
5,9
12,10
11,11
9,12
15,13
10,14
13,15
5,16
7,17
11,18
17,19
20,20
7,21
7,22
8,23
9,24
10,25
10,26
