seq_len,ch_idx
588,27
429,0
223,21
207,18
199,16
184,15
180,11
175,21
177,5
171,4
170,23
160,14
144,28
131,26
127,11
126,0
124,7
123,12
116,23
113,7
111,25
108,26
107,29
103,3
100,24
98,27
97,9
92,17
92,30
90,14
90,18
88,0
83,23
79,28
79,20
78,6
75,31
74,8
74,19
74,22
72,4
68,12
68,13
67,20
67,19
67,15
66,9
66,16
66,10
64,2
63,4
62,30
62,19
61,28
61,29
58,15
57,16
56,6
52,30
51,31
51,1
51,13
51,4
50,5
50,24
50,10
49,21
47,6
48,22
47,12
46,22
44,31
44,12
44,7
44,17
43,28
42,5
41,16
39,3
38,14
38,11
37,21
41,2
36,17
35,2
33,22
33,1
32,17
30,30
29,7
28,29
28,25
25,23
25,2
32,8
27,20
25,24
23,25
22,8
22,20
21,6
21,13
20,15
20,11
19,26
19,10
19,0
17,27
15,1
21,3
20,9
16,18
15,1
14,8
13,10
13,13
12,25
12,3
12,24
11,29
11,31
11,9
11,19
10,5
9,14
9,26
9,18
8,1
