seq_len,ch_idx
567,7
376,2
272,19
232,21
178,24
161,29
160,8
154,13
141,29
136,18
134,26
124,18
120,9
115,5
115,23
109,31
109,15
102,27
101,17
101,3
95,8
93,5
92,22
91,28
91,3
90,20
82,12
81,26
80,0
80,24
78,10
80,9
77,6
71,0
71,11
71,4
71,3
70,26
68,9
68,17
67,29
66,13
65,2
62,15
62,25
61,6
59,30
58,17
58,10
56,2
53,1
52,25
52,10
51,9
50,15
50,12
50,14
50,22
49,5
46,21
45,16
53,20
45,1
44,0
43,1
42,25
41,12
40,26
39,24
38,21
37,29
37,11
36,16
33,27
32,28
32,1
31,12
31,25
31,0
31,11
31,31
30,15
30,16
30,20
29,6
29,17
29,3
28,4
28,8
28,14
27,19
28,28
27,19
25,7
22,20
22,10
22,4
21,5
20,21
20,19
19,18
18,23
15,7
23,30
20,14
19,30
18,22
17,23
15,31
15,27
15,13
15,14
13,30
13,4
13,16
13,28
12,6
11,11
11,22
11,23
11,31
10,27
10,8
10,13
9,18
9,24
8,2
8,14
