seq_len,ch_idx
438,3
254,19
253,10
245,20
244,18
243,27
223,5
220,27
212,8
182,4
172,2
162,17
157,7
153,22
153,28
146,25
148,12
134,1
130,0
127,3
109,13
108,27
107,3
107,9
105,17
105,20
102,21
100,7
99,10
97,15
93,26
92,11
91,15
91,31
90,26
89,6
89,13
86,16
88,9
87,28
85,9
82,31
81,20
77,5
78,6
75,14
75,21
75,22
74,1
74,6
74,26
72,15
72,23
71,1
70,8
69,2
69,5
73,30
69,13
64,29
63,13
60,19
59,25
58,27
57,23
56,14
50,14
50,30
49,26
48,9
47,21
46,24
46,18
45,29
44,12
43,22
43,16
41,23
41,29
40,28
40,2
40,24
40,19
39,25
38,0
37,10
35,4
35,3
40,8
35,30
32,11
32,2
31,4
31,8
30,17
30,5
29,7
42,16
27,30
25,11
23,16
22,14
22,4
21,6
20,12
20,15
19,7
18,17
17,28
17,22
16,19
16,10
16,18
17,24
17,31
15,0
14,11
13,24
12,29
12,23
12,31
12,0
11,12
11,21
10,25
10,1
9,18
7,20
